"unique_key","created_date","closed_date","descriptor","incident_address","street_name","cross_street_1","cross_street_2","borough","latitude","longitude"
"58852860","2023-09-18T12:14:00.000","2023-09-18T13:30:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)","7-02 160 STREET","160 STREET","POWELLS COVE BLVD","9 AVE","QUEENS","40.794140371529224","-73.80143309731965"
"58845252","2023-09-18T12:11:00.000","2023-09-19T12:05:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)","1930 82 STREET","82 STREET","19 AVE","20 AVE","BROOKLYN","40.607725016357875","-73.99728809516974"
"58847767","2023-09-18T12:05:00.000","2023-09-19T14:30:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)","2055 EAST   57 STREET","EAST   57 STREET","AVENUE T","AVENUE U","BROOKLYN","40.6138197170612","-73.91839409504888"
"58849078","2023-09-18T12:02:00.000","2023-09-19T11:10:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)","433 LAFAYETTE AVENUE","LAFAYETTE AVENUE","CLASSON AVE","FRANKLIN AVE","BROOKLYN","40.689146775461836","-73.95775368411394"
"58846520","2023-09-18T11:59:00.000","2023-09-18T12:10:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)","1958 EAST   24 STREET","EAST   24 STREET","AVENUE S","AVENUE T","BROOKLYN","40.60309664118587","-73.94822889315789"
"58846526","2023-09-18T11:59:00.000","2023-09-19T11:15:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)",,,,,"BROOKLYN","40.63179251215992","-73.98072159870792"
"58846527","2023-09-18T11:53:00.000","2023-09-18T13:15:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)","109 LAWRENCE AVENUE","LAWRENCE AVENUE","SETON PL","NEWKIRK AVE","BROOKLYN","40.630193848814905","-73.9745686832958"
"58849079","2023-09-18T11:41:00.000","2023-09-19T10:35:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)","5000 14 AVENUE","14 AVENUE","50 ST","51 ST","BROOKLYN","40.63305634612914","-73.99059299967716"
"58854113","2023-09-18T11:38:00.000","2023-09-18T13:20:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)","41-50 78 STREET","78 STREET","BROADWAY","WOODSIDE AVE","QUEENS","40.74429919170938","-73.88722701464378"
"58849080","2023-09-18T11:32:00.000","2023-09-18T12:05:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)",,,,,"QUEENS","40.75508491087392","-73.92655522112054"
"58851590","2023-09-18T11:29:00.000",,"Catch Basin Clogged/Flooding (Use Comments) (SC)",,,,,"BROOKLYN","40.63913740574683","-74.02019572659799"
"58846528","2023-09-18T11:29:00.000","2023-09-18T12:00:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)",,,,,"BROOKLYN","40.589448676003094","-73.94083328179187"
"58854114","2023-09-18T11:26:00.000","2023-09-19T12:30:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)","245 HENRY STREET","HENRY STREET","HUNTS LN","JORALEMON ST","BROOKLYN","40.69322217108598","-73.99503442040711"
"58845253","2023-09-18T11:26:00.000","2023-09-19T12:00:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)","446 FRANKLIN AVENUE","FRANKLIN AVENUE","MADISON ST","PUTNAM AVE","BROOKLYN","40.683442538880335","-73.95614561392851"
"58847761","2023-09-18T11:23:00.000","2023-09-18T11:32:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)",,,,,"BRONX","40.86967391871505","-73.86526620827811"
"58845248","2023-09-18T11:20:00.000","2023-09-18T11:28:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)","155 WEST   82 STREET","WEST   82 STREET","COLUMBUS AVE","AMSTERDAM AVE","MANHATTAN","40.784548558455796","-73.97557498208724"
"58847768","2023-09-18T11:20:00.000","2023-09-18T11:40:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)","2323 AVENUE S","AVENUE S","E 23 ST","E 24 ST","BROOKLYN","40.60463392393694","-73.94866705982868"
"58854115","2023-09-18T10:47:00.000","2023-09-19T14:30:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)",,,,,"QUEENS","40.713072635637104","-73.77526290590234"
"58854116","2023-09-18T10:20:00.000","2023-09-19T09:30:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)","466 FANNING STREET","FANNING STREET","PORTAGE AVE","MANOR RD","STATEN ISLAND","40.60042461073612","-74.12237531898012"
"58851591","2023-09-18T10:11:00.000","2023-09-25T14:05:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)",,,,,"MANHATTAN","40.79997877461986","-73.94273381900739"
"58852861","2023-09-18T10:11:00.000","2023-09-22T10:30:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)","85 ORCHARD STREET","ORCHARD STREET","GRAND ST","BROOME ST","MANHATTAN","40.717872604455565","-73.99037540580335"
"58854117","2023-09-18T09:53:00.000","2023-09-24T08:55:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)","17 BATTERY PLACE","BATTERY PLACE","WASHINGTON ST","BEND","MANHATTAN","40.70488368980268","-74.01592725890914"
"58849081","2023-09-18T09:20:00.000","2023-09-18T11:15:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)","3829 AVENUE K","AVENUE K","E 39 ST","E 39 ST","BROOKLYN","40.6256621627443","-73.93826506399286"
"58854118","2023-09-18T09:14:00.000","2023-09-19T08:40:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)",,,,,"BROOKLYN","40.71625311038038","-73.9551861193941"
"58846529","2023-09-18T09:11:00.000","2023-09-19T12:40:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)","1952 EAST   24 STREET","EAST   24 STREET","AVENUE S","AVENUE T","BROOKLYN","40.60319820674925","-73.94824682052031"
"58854119","2023-09-18T09:05:00.000","2023-09-21T11:40:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)",,,,,"QUEENS","40.747471308731626","-73.74677984700138"
"58850352","2023-09-18T08:47:00.000","2023-09-29T18:15:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)",,,,,"BRONX","40.880039594453564","-73.87406878369636"
"58854120","2023-09-18T08:35:00.000","2023-09-19T13:25:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)","119 EAST   87 STREET","EAST   87 STREET","BEND","AVENUE B","BROOKLYN","40.64922571199698","-73.91974902805661"
"58847762","2023-09-18T08:32:00.000","2023-09-18T09:22:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)","110-23 166 STREET","166 STREET","DEAD END","110 RD","QUEENS","40.693731328331204","-73.78592649870733"
"58845249","2023-09-18T08:32:00.000","2023-09-18T10:17:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)","108-19 101 AVENUE","101 AVENUE","108 ST","109 ST","QUEENS","40.6873757912508","-73.83509725872541"
"58846530","2023-09-18T08:29:00.000","2023-09-19T14:25:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)","1641 MADISON AVENUE","MADISON AVENUE","E 109 ST","E 110 ST","MANHATTAN","40.79583941489781","-73.94786591532588"
"58854121","2023-09-18T08:29:00.000","2023-09-22T13:20:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)","110-23 166 STREET","166 STREET","DEAD END","110 RD","QUEENS","40.693731328331204","-73.78592649870733"
"58852862","2023-09-18T08:29:00.000","2023-09-19T10:55:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)",,,,,"BROOKLYN","40.637264036658976","-73.98978892381356"
"58849082","2023-09-18T08:14:00.000","2023-09-19T12:55:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)",,,,,"BROOKLYN","40.6499461596878","-73.96702932393558"
"58854106","2023-09-18T07:41:00.000","2023-09-18T08:14:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)","2996 HOLLAND AVENUE","HOLLAND AVENUE","WILLIAMSBRIDGE RD","ADEE AVE","BRONX","40.86955314385188","-73.86525922168619"
"58850381","2023-09-18T07:41:00.000","2023-09-26T13:20:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)",,,,,"BROOKLYN","40.67019628853056","-73.99539301387018"
"58854122","2023-09-18T06:41:00.000","2023-09-18T10:45:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)","77-04 83 STREET","83 STREET","77 AVE","78 AVE","QUEENS","40.70646476361785","-73.86611185962914"
"58836918","2023-09-17T15:41:00.000","2023-09-19T10:25:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)","107-26 123 STREET","123 STREET","107 AVE","109 AVE","QUEENS","40.685024910877914","-73.81956272464986"
"58842158","2023-09-17T13:05:00.000","2023-09-19T09:00:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)","131-47 232 STREET","232 STREET","131 AVE","133 AVE","QUEENS","40.67836404321982","-73.73606772306775"
"58838971","2023-09-17T11:11:00.000","2023-09-17T13:35:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)","2202 GLENWOOD ROAD","GLENWOOD ROAD","E 22 ST","E 23 ST","BROOKLYN","40.63312503139664","-73.95564906247287"
"58836919","2023-09-17T10:59:00.000",,"Catch Basin Clogged/Flooding (Use Comments) (SC)",,,,,"MANHATTAN","40.71123050257566","-74.00647827911699"
"58836920","2023-09-17T10:50:00.000","2023-09-18T09:15:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)",,,,,"QUEENS","40.785569689304225","-73.81361721704995"
"58843187","2023-09-17T08:56:00.000","2023-09-17T09:14:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)","2996 HOLLAND AVENUE","HOLLAND AVENUE","WILLIAMSBRIDGE RD","ADEE AVE","BRONX","40.86955314385188","-73.86525922168619"
"58837921","2023-09-17T07:53:00.000","2023-09-17T13:00:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)","241 WOODBINE STREET","WOODBINE STREET","WILSON AVE","KNICKERBOCKER AVE","BROOKLYN","40.69507873522814","-73.91425210009648"
"58826375","2023-09-16T14:41:00.000","2023-09-18T09:35:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)","63-22 77 PLACE","77 PLACE","JUNIPER BLVD S","PENELOPE AVE","QUEENS","40.71919435805517","-73.87789361698997"
"58828979","2023-09-16T12:56:00.000","2023-09-17T09:20:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)","69-27 60 ROAD","60 ROAD","69 ST","69 PL","QUEENS","40.72106368602399","-73.89175778710415"
"58834350","2023-09-16T12:26:00.000","2023-09-22T13:00:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)","402 NETHERLAND AVENUE","NETHERLAND AVENUE","LOCKMAN AVE","ANDROS AVE","STATEN ISLAND","40.62892352009755","-74.16250307546828"
"58835640","2023-09-16T10:02:00.000","2023-09-22T11:30:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)","946 DRUMGOOLE ROAD WEST","DRUMGOOLE ROAD WEST","KOREAN VETS PARKWAY EXIT WB","ARDEN AVE","STATEN ISLAND","40.54728724861497","-74.18104045800192"
"58826376","2023-09-16T08:50:00.000","2023-09-21T10:10:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)","1953 UNIVERSITY AVENUE","UNIVERSITY AVENUE","W BURNSIDE AVE","W 179 ST","BRONX","40.85410993143191","-73.912022784704"
"58821312","2023-09-15T17:59:00.000","2023-09-16T11:30:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)","2313 STRAUSS STREET","STRAUSS STREET","NEWPORT ST","LOTT AVE","BROOKLYN","40.657340169506945","-73.91339236303126"
"58824718","2023-09-15T17:02:00.000","2023-09-15T17:20:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)","2234 LIGHT STREET","LIGHT STREET","DYRE AVE","ROMBOUTS AVE","BRONX","40.88782828791567","-73.83058555165303"
"58824719","2023-09-15T15:20:00.000","2023-09-16T12:20:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)","198 DELANCEY STREET","DELANCEY STREET","RIDGE ST","PITT ST","MANHATTAN","40.71716099725299","-73.98396519318098"
"58820465","2023-09-15T14:56:00.000","2023-09-16T08:40:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)",,,,,"MANHATTAN","40.76593323141842","-73.99087747368824"
"58822172","2023-09-15T13:38:00.000","2023-09-19T10:05:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)",,,,,"STATEN ISLAND","40.51749873711705","-74.2124733331752"
"58825575","2023-09-15T13:35:00.000","2023-09-19T10:15:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)",,,,,"STATEN ISLAND","40.516450812256394","-74.21214990871114"
"58822173","2023-09-15T13:32:00.000","2023-09-19T10:25:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)","307 SHARROTT AVENUE","SHARROTT AVENUE","VAIL AVE","SHERWOOD AVE","STATEN ISLAND","40.51583634713878","-74.21194655323488"
"58823021","2023-09-15T13:32:00.000","2023-09-16T10:55:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)","56-54 59 STREET","59 STREET","56 DR","MASPETH AVE","QUEENS","40.72382031005994","-73.90860868699527"
"58824720","2023-09-15T13:29:00.000","2023-09-19T10:45:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)","341 SHARROTT AVENUE","SHARROTT AVENUE","SHERWOOD AVE","CEMETERY RESURRECTION BDY","STATEN ISLAND","40.5150435751802","-74.21168509299564"
"58825576","2023-09-15T13:23:00.000","2023-09-19T10:35:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)",,,,,"STATEN ISLAND","40.51541386564111","-74.21182652917435"
"58820466","2023-09-15T13:02:00.000","2023-09-18T09:40:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)","191-53 115 AVENUE","115 AVENUE","DORMANS RD","194 ST","QUEENS","40.696032339228886","-73.76126318299873"
"58822174","2023-09-15T11:53:00.000","2023-09-16T09:15:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)","25-79 FRANCIS LEWIS BOULEVARD","FRANCIS LEWIS BOULEVARD","168 ST","26 AVE","QUEENS","40.77314154678893","-73.79583095792754"
"58821313","2023-09-15T10:26:00.000","2023-09-24T08:55:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)","1017 RHINELANDER AVENUE","RHINELANDER AVENUE","COLDEN AVE","PAULDING AVE","BRONX","40.85031685864081","-73.85724123061705"
"58824721","2023-09-15T09:44:00.000","2023-09-17T11:05:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)","4201 FOSTER AVENUE","FOSTER AVENUE","E 42 ST","E 43 ST","BROOKLYN","40.63933582394014","-73.93665260430062"
"58825577","2023-09-15T09:44:00.000","2023-09-21T15:00:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)","3466 BARKER AVENUE","BARKER AVENUE","MAGENTA ST","DUNCOMB AVE","BRONX","40.87591712508549","-73.86918776286265"
"58819619","2023-09-15T09:17:00.000","2023-09-17T10:25:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)","224-04 133 AVENUE","133 AVENUE","224 ST","225 ST","QUEENS","40.679001369360336","-73.74482255279337"
"58819620","2023-09-15T09:11:00.000","2023-09-17T14:00:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)","257-36 149 AVENUE","149 AVENUE","257 ST","259 ST","QUEENS","40.65291233145969","-73.73163828170811"
"58822175","2023-09-15T08:56:00.000","2023-09-18T09:55:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)",,,,,"BROOKLYN","40.69230196298103","-73.9618986263607"
"58824722","2023-09-15T08:53:00.000","2023-09-18T10:10:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)",,,,,"BROOKLYN","40.68956154666117","-73.9671143059351"
"58821314","2023-09-15T08:41:00.000","2023-09-17T14:40:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)","187-03 TIOGA DRIVE","TIOGA DRIVE","DUNKIRK ST","NEWBURG ST","QUEENS","40.69403869810717","-73.76615664492263"
"58822176","2023-09-15T01:20:00.000","2023-09-16T10:05:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)","641 CROWN STREET","CROWN STREET","TROY AVE","SCHENECTADY AVE","BROOKLYN","40.66551826188698","-73.93657006543626"
"58812744","2023-09-14T18:08:00.000","2023-09-20T11:45:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)","24-20 90 PLACE","90 PLACE","24 AVE","24 RD","QUEENS","40.76509052782671","-73.87898271592462"
"58818443","2023-09-14T18:05:00.000","2023-09-15T10:15:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)",,,,,"QUEENS","40.73987541299102","-73.90314487698045"
"58813864","2023-09-14T18:02:00.000","2023-09-15T10:40:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)",,,,,"QUEENS","40.75163936495351","-73.90984458663883"
"58811624","2023-09-14T17:59:00.000","2023-09-15T11:25:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)",,,,,"QUEENS","40.735379554678154","-73.92120408089981"
"58817307","2023-09-14T17:56:00.000","2023-09-15T11:05:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)",,,,,"QUEENS","40.739416530657806","-73.9203945917616"
"58818444","2023-09-14T17:53:00.000","2023-09-15T12:00:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)",,,,,"QUEENS","40.74645997482455","-73.91708757821527"
"58817308","2023-09-14T17:50:00.000","2023-09-21T11:50:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)",,,,,"QUEENS","40.75367674714912","-73.91446541921991"
"58810500","2023-09-14T17:41:00.000","2023-09-18T11:20:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)","187-05 HILLSIDE AVENUE","HILLSIDE AVENUE","CHELSEA ST","187 ST","QUEENS","40.71466773795424","-73.77546314128072"
"58818445","2023-09-14T17:38:00.000","2023-09-20T12:30:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)","24-20 90 PLACE","90 PLACE","24 AVE","24 RD","QUEENS","40.76509052782671","-73.87898271592462"
"58817309","2023-09-14T16:32:00.000","2023-09-19T12:15:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)","86-24 234 STREET","234 STREET","HILLSIDE AVE","WINCHESTER BLVD","QUEENS","40.73290242618883","-73.73592386743243"
"58811623","2023-09-14T15:35:00.000","2023-09-14T16:13:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)","2509 POPLAR STREET","POPLAR STREET","LURTING AVE","ROSELLE ST","BRONX","40.84396700689029","-73.84970466421375"
"58818446","2023-09-14T15:32:00.000","2023-09-28T08:35:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)","2500 POPLAR STREET","POPLAR STREET","LURTING AVE","ROSELLE ST","BRONX","40.84391237166778","-73.8499035719149"
"58815028","2023-09-14T14:56:00.000","2023-09-19T12:55:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)","2022 HARRISON AVENUE","HARRISON AVENUE","KINGSLAND PL","W BURNSIDE AVE","BRONX","40.854328047472485","-73.9101283295423"
"58817310","2023-09-14T14:47:00.000","2023-09-15T08:45:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)","1164 EAST    5 STREET","EAST    5 STREET","AVENUE J","WASHINGTON CEMETERY BNDY","BROOKLYN","40.623388852977605","-73.9717362561323"
"58818447","2023-09-14T14:08:00.000","2023-09-16T10:50:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)","1743 NOSTRAND AVENUE","NOSTRAND AVENUE","CORTELYOU RD","CLARENDON RD","BROOKLYN","40.64349747022676","-73.94877769374867"
"58810501","2023-09-14T14:05:00.000","2023-09-21T10:10:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)","2711 HENRY HUDSON PARKWAY","HENRY HUDSON PARKWAY","W 227 ST","HENRY HUDSON PY SB EN W 232 ST","BRONX","40.881689710520504","-73.91717207665349"
"58818448","2023-09-14T14:02:00.000","2023-09-18T10:35:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)","278 SCHAEFER STREET","SCHAEFER STREET","KNICKERBOCKER AVE","IRVING AVE","BROOKLYN","40.69228299076802","-73.90525142237831"
"58816171","2023-09-14T10:11:00.000","2023-09-23T10:10:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)","609 EAST  241 STREET","EAST  241 STREET","BRONX BLVD","CARPENTER AVE","BRONX","40.90479963377737","-73.85333660533038"
"58813865","2023-09-14T10:08:00.000","2023-09-14T11:30:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)","63-61 DRY HARBOR ROAD","DRY HARBOR ROAD","63 AVE","JUNIPER BLVD S","QUEENS","40.72081471969241","-73.87368781524214"
"58812746","2023-09-14T09:26:00.000","2023-09-14T10:25:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)","45-12 111 STREET","111 STREET","45 AVE","46 AVE","QUEENS","40.74859896020568","-73.85430486347455"
"58817311","2023-09-14T09:26:00.000","2023-09-15T09:00:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)","40 BEDFORD STREET","BEDFORD STREET","CARMINE ST","LEROY ST","MANHATTAN","40.730221596116294","-74.00416012502903"
"58810502","2023-09-14T09:26:00.000","2023-09-19T14:45:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)",,,,,"QUEENS","40.70096442347445","-73.73243303855085"
"58815029","2023-09-14T09:23:00.000","2023-09-14T12:30:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)","43-03 223 STREET","223 STREET","43 AVE","NORTHERN BLVD","QUEENS","40.76265611707739","-73.75866714014386"
"58811625","2023-09-14T09:23:00.000","2023-09-14T10:40:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)","45-10 111 STREET","111 STREET","45 AVE","46 AVE","QUEENS","40.748607199004084","-73.85430845454465"
"58816172","2023-09-14T09:14:00.000","2023-09-17T10:30:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)","245 EAST   40 STREET","EAST   40 STREET","CHURCH AVE","SNYDER AVE","BROOKLYN","40.65036612115394","-73.9399143543101"
"58810503","2023-09-14T08:47:00.000","2023-09-21T13:30:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)","33 LORING AVENUE","LORING AVENUE","FORRESTAL CT","MC ARTHUR AVE","STATEN ISLAND","40.55476360375735","-74.17962486668667"
"58815030","2023-09-14T08:14:00.000","2023-09-21T14:55:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)","136-43 72 AVENUE","72 AVENUE","136 ST","141 ST","QUEENS","40.7252822916504","-73.8266008322303"
"58816173","2023-09-14T07:56:00.000","2023-09-17T13:50:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)","201-05 JAMAICA AVENUE","JAMAICA AVENUE","201 ST","202 ST","QUEENS","40.71350436015381","-73.75805152055035"
"58818449","2023-09-14T07:11:00.000","2023-09-14T10:55:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)","60 BROAD STREET","BROAD STREET","EXCHANGE PL","BEAVER ST","MANHATTAN","40.70535082704531","-74.01150189865335"
"58806558","2023-09-13T22:20:00.000","2023-09-14T10:15:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)","46 BEDFORD STREET","BEDFORD STREET","LEROY ST","7 AVE S","MANHATTAN","40.73049057628604","-74.00431889831772"
