"unique_key","created_date","closed_date","descriptor","incident_address","street_name","cross_street_1","cross_street_2","borough","latitude","longitude"
"58581707","2023-08-21T13:02:00.000","2023-08-23T12:40:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)","25-12 MURRAY STREET","MURRAY STREET","25 AVE","25 DR","QUEENS","40.7752866233113","-73.81283723785427"
"58580406","2023-08-21T12:59:00.000","2023-08-27T11:00:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)","277 ADELAIDE AVENUE","ADELAIDE AVENUE","CLAWSON ST","PENDALE ST","STATEN ISLAND","40.560106606411445","-74.12196317015882"
"58577842","2023-08-21T12:56:00.000","2023-08-26T10:30:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)","250 WILLOW ROAD WEST","WILLOW ROAD WEST","VEDDER AVE","LEONARD ST","STATEN ISLAND","40.62155590412289","-74.1487426718408"
"58582962","2023-08-21T12:47:00.000","2023-08-13T11:00:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)","110 EAST   14 STREET","EAST   14 STREET","4 AVE","IRVING PL","MANHATTAN","40.73409400540723","-73.98911376699951"
"58575322","2023-08-21T12:26:00.000","2023-08-25T15:35:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)","139-04 222 STREET","222 STREET","139 AVE","CARSON ST","QUEENS","40.67183855122845","-73.75158399325802"
"58576572","2023-08-21T12:23:00.000","2023-08-22T12:30:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)","91-04 79 STREET","79 STREET","91 AVE","ROCKAWAY BLVD","QUEENS","40.686260763795204","-73.86168855374076"
"58576573","2023-08-21T11:26:00.000","2023-08-22T13:45:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)","6102 8 AVENUE","8 AVENUE","61 ST","LIRR BAY RIDGE LINE","BROOKLYN","40.63489528697644","-74.0101926990687"
"58579101","2023-08-21T11:17:00.000","2023-08-22T09:25:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)","24-20 90 PLACE","90 PLACE","24 AVE","24 RD","QUEENS","40.76509052782671","-73.87898271592462"
"58580407","2023-08-21T10:35:00.000","2023-08-22T08:05:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)",,,,,"BRONX","40.862815371964345","-73.90755000874817"
"58574051","2023-08-21T10:05:00.000","2023-08-22T08:03:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)","2880 HARRINGTON AVENUE","HARRINGTON AVENUE","MAYFLOWER AVE","EDISON AVE","BRONX","40.839923036078766","-73.83300607855817"
"58580403","2023-08-21T09:56:00.000","2023-08-21T10:15:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)","175-05 111 AVENUE","111 AVENUE","175 ST","176 ST","QUEENS","40.69604619478225","-73.77777615500864"
"58575323","2023-08-21T09:56:00.000","2023-08-24T12:50:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)","48-01 28 AVENUE","28 AVENUE","48 ST","49 ST","QUEENS","40.7624350842313","-73.90718396488224"
"58581708","2023-08-21T09:20:00.000","2023-08-22T10:30:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)","129-02 NORTHERN BOULEVARD","NORTHERN BOULEVARD","WILLETS POINT BLVD","VAN WYCK EP SB EN NORTHERN BLVD","QUEENS","40.76176557594917","-73.83986934296057"
"58576574","2023-08-21T08:59:00.000","2023-08-24T07:30:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)","175-05 111 AVENUE","111 AVENUE","175 ST","176 ST","QUEENS","40.69604619478225","-73.77777615500864"
"58580408","2023-08-21T08:59:00.000","2023-08-22T11:50:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)","738 CHAUNCEY STREET","CHAUNCEY STREET","BUSHWICK AVE","EVERGREEN AVE","BROOKLYN","40.685334971324394","-73.90739224037475"
"58579102","2023-08-21T08:50:00.000","2023-08-22T10:00:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)","3-15 147 PLACE","147 PLACE","3 AVE","5 AVE","QUEENS","40.796341865598144","-73.82171333529814"
"58576575","2023-08-21T08:29:00.000","2023-09-04T12:10:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)",,,,,"MANHATTAN","40.71993510515809","-73.97875164371303"
"58576569","2023-08-21T00:26:00.000","2023-08-21T10:20:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)","305 HALSEY STREET","HALSEY STREET","THROOP AVE","MARCUS GARVEY BLVD","BROOKLYN","40.68290569745191","-73.94035735919954"
"58567386","2023-08-20T21:32:00.000","2023-08-21T12:20:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)","45-20 83 STREET","83 STREET","45 AVE","WHITNEY AVE","QUEENS","40.74115350173226","-73.88155588111144"
"58569648","2023-08-20T18:50:00.000","2023-08-21T09:25:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)","211 FRANKLIN STREET","FRANKLIN STREET","FREEMAN ST","EAGLE ST","BROOKLYN","40.73424068350389","-73.95832046449665"
"58567387","2023-08-20T17:38:00.000","2023-08-23T07:40:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)",,,,,"BRONX","40.81828808607556","-73.81097489556502"
"58567388","2023-08-20T16:59:00.000","2023-08-21T10:05:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)",,,,,"STATEN ISLAND","40.615449370189204","-74.15244621465916"
"58572911","2023-08-20T16:14:00.000","2023-08-24T08:35:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)",,,,,"QUEENS","40.69793377955999","-73.8920009014475"
"58568540","2023-08-20T15:29:00.000","2023-08-21T13:15:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)","1245 EAST   72 STREET","EAST   72 STREET","AVENUE L","AVENUE M","BROOKLYN","40.62573101010273","-73.91313437776469"
"58565254","2023-08-20T14:20:00.000","2023-08-28T10:30:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)","25-45 89 STREET","89 STREET","25 AVE","30 AVE","QUEENS","40.76258015217697","-73.88000164331096"
"58567389","2023-08-20T13:44:00.000","2023-08-21T10:30:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)","52-63 83 STREET","83 STREET","GRAND AVE","54 AVE","QUEENS","40.732825431026946","-73.88377531407359"
"58572912","2023-08-20T11:35:00.000","2023-08-21T13:25:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)","60-59 69 STREET","69 STREET","60 DR","ELIOT AVE","QUEENS","40.72011392213239","-73.89167635612525"
"58566334","2023-08-20T11:11:00.000","2023-09-05T13:00:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)","521 HOLLYWOOD AVENUE","HOLLYWOOD AVENUE","DEWEY AVE","THROGS NECK EXPRESSWAY SR","BRONX","40.823479461968205","-73.8167592582298"
"58568541","2023-08-20T10:20:00.000","2023-08-25T14:15:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)","88-55 199 STREET","199 STREET","HILLSIDE AVE","89 AVE","QUEENS","40.71848542065575","-73.7629937037556"
"58565255","2023-08-20T10:08:00.000","2023-08-21T08:45:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)",,,,,"QUEENS","40.742488055585525","-73.95666971399662"
"58572913","2023-08-20T09:56:00.000","2023-08-21T13:10:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)",,,,,"QUEENS","40.73190962918987","-73.8221743829102"
"58566335","2023-08-20T09:38:00.000","2023-08-21T09:30:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)","1299 1 AVENUE","1 AVENUE","E 69 ST","E 70 ST","MANHATTAN","40.7664031670255","-73.95703682000615"
"58570728","2023-08-20T08:56:00.000","2023-08-21T09:10:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)","48-02 69 STREET","69 STREET","48 AVE","49 AVE","QUEENS","40.73823597788029","-73.89591577806499"
"58570729","2023-08-20T08:53:00.000","2023-08-22T08:45:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)",,,,,"QUEENS","40.77433219565583","-73.84271668027256"
"58567390","2023-08-20T08:02:00.000","2023-08-21T10:25:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)","36-05 200 STREET","200 STREET","36 AVE","BEND","QUEENS","40.76386617510841","-73.78627144232235"
"58559111","2023-08-19T20:59:00.000","2023-08-24T09:30:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)","3 WOLCOTT AVENUE","WOLCOTT AVENUE","ANNADALE RD","DRUMGOOLE RD E","STATEN ISLAND","40.549338946344136","-74.17487488481046"
"58564040","2023-08-19T19:17:00.000","2023-08-21T09:05:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)","25-12 MURRAY STREET","MURRAY STREET","25 AVE","25 DR","QUEENS","40.7752866233113","-73.81283723785427"
"58559112","2023-08-19T18:47:00.000","2023-08-20T11:10:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)","134-50 GUY R BREWER BOULEVARD","GUY R BREWER BOULEVARD","134 AVE","137 AVE","QUEENS","40.67264727904548","-73.77512514535329"
"58555403","2023-08-19T17:59:00.000","2023-08-26T13:30:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)","368 FILLMORE STREET","FILLMORE STREET","TYSEN ST","CHAPEL RD","STATEN ISLAND","40.64311938899205","-74.10019193701048"
"58560337","2023-08-19T17:02:00.000","2023-08-19T17:02:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)","4224 WICKHAM AVENUE","WICKHAM AVENUE","BUSSING AVE","PITMAN AVE","BRONX","40.89501229897557","-73.84923477754563"
"58561593","2023-08-19T16:56:00.000","2023-08-23T13:50:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)","4224 WICKHAM AVENUE","WICKHAM AVENUE","BUSSING AVE","PITMAN AVE","BRONX","40.89501229897557","-73.84923477754563"
"58559113","2023-08-19T15:56:00.000","2023-08-20T10:45:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)","2226 SURF AVENUE","SURF AVENUE","W 22 ST","W 23 ST","BROOKLYN","40.57419130503255","-73.98901743992982"
"58556630","2023-08-19T15:38:00.000","2023-08-21T11:15:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)","501 WOOLLEY AVENUE","WOOLLEY AVENUE","VICTORY BLVD","PURDY AVE","STATEN ISLAND","40.610995245837636","-74.14116648442392"
"58560338","2023-08-19T15:11:00.000","2023-08-20T12:20:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)",,,,,"QUEENS","40.75887232439888","-73.75277184649781"
"58564041","2023-08-19T14:44:00.000","2023-08-20T10:10:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)","98-02 62 DRIVE","62 DRIVE","98 ST","99 ST","QUEENS","40.73307572664068","-73.85961045372234"
"58560339","2023-08-19T14:41:00.000","2023-08-20T09:50:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)",,,,,"QUEENS","40.73247159537116","-73.86164315102748"
"58560340","2023-08-19T13:17:00.000","2023-08-21T10:35:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)","589 JEFFERSON AVENUE","JEFFERSON AVENUE","LEWIS AVE","STUYVESANT AVE","BROOKLYN","40.68509278328994","-73.93439887467792"
"58562793","2023-08-19T13:11:00.000","2023-08-20T09:45:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)","146-01 116 AVENUE","116 AVENUE","146 ST","147 ST","QUEENS","40.681904817375035","-73.79538559286392"
"58562792","2023-08-19T12:59:00.000","2023-08-19T13:56:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)","72-26 62 STREET","62 STREET","MYRTLE AVE","74 AVE","QUEENS","40.700773120459715","-73.89334152498104"
"58564042","2023-08-19T12:56:00.000","2023-08-20T10:35:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)","72-26 62 STREET","62 STREET","MYRTLE AVE","74 AVE","QUEENS","40.700773120459715","-73.89334152498104"
"58560341","2023-08-19T12:50:00.000","2023-08-21T09:20:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)","27-42 167 STREET","167 STREET","27 AVE","29 AVE","QUEENS","40.77148163329735","-73.79776035426941"
"58556631","2023-08-19T12:23:00.000","2023-08-21T08:50:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)","150-02 15 DRIVE","15 DRIVE","150 ST","MURRAY ST","QUEENS","40.78565439014948","-73.81337864736145"
"58555404","2023-08-19T11:02:00.000","2023-08-20T08:50:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)","107-07 ASTORIA BOULEVARD","ASTORIA BOULEVARD","107 ST","31 DR","QUEENS","40.76070755889076","-73.86222342314575"
"58555405","2023-08-19T09:50:00.000","2023-08-21T10:40:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)","53-45 207 STREET","207 STREET","53 AVE","56 AVE","QUEENS","40.750216324247525","-73.77186046138833"
"58560342","2023-08-19T09:26:00.000","2023-08-20T09:20:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)","20-01 STEINWAY STREET","STEINWAY STREET","20 AVE","20 RD","QUEENS","40.776277897100826","-73.90186433127693"
"58559114","2023-08-19T09:23:00.000","2023-08-20T09:05:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)","30-10 91 STREET","91 STREET","30 AVE","31 AVE","QUEENS","40.761422424374054","-73.87791727554456"
"58559115","2023-08-19T07:02:00.000","2023-08-20T11:40:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)","82-01 164 PLACE","164 PLACE","GOETHALS AVE","82 RD","QUEENS","40.71929029529797","-73.80262652053008"
"58561594","2023-08-19T06:56:00.000","2023-08-19T11:25:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)","48-04 66 STREET","66 STREET","48 AVE","49 AVE","QUEENS","40.73829354086371","-73.89891076572474"
"58545593","2023-08-18T23:29:00.000","2023-08-20T11:55:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)","57-10 XENIA STREET","XENIA STREET","57 AVE","OTIS AVE","QUEENS","40.73870324368942","-73.85799639937566"
"58544222","2023-08-18T21:59:00.000","2023-08-20T11:10:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)","25-65 MCINTOSH STREET","MCINTOSH STREET","100 ST","27 AVE","QUEENS","40.76430345598176","-73.86953693917624"
"58545594","2023-08-18T18:23:00.000","2023-08-22T11:30:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)",,,,,"STATEN ISLAND","40.61993168764973","-74.14819873276548"
"58552590","2023-08-18T17:08:00.000","2023-08-19T09:40:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)","152-60 12 AVENUE","12 AVENUE","152 ST","154 ST","QUEENS","40.79169218047905","-73.80963472931617"
"58552591","2023-08-18T17:05:00.000","2023-08-19T09:40:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)","605 EAST NEW YORK AVENUE","EAST NEW YORK AVENUE","KINGSTON AVE","ALBANY AVE","BROOKLYN","40.662098515870476","-73.94225385751183"
"58548447","2023-08-18T17:05:00.000","2023-08-19T15:50:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)","50-58 45 STREET","45 STREET","50 AVE","LAUREL HILL BLVD","QUEENS","40.73633734955357","-73.92102252722697"
"58545595","2023-08-18T17:05:00.000","2023-08-29T09:55:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)","510 ROSEDALE AVENUE","ROSEDALE AVENUE","LACOMBE AVE","RANDALL AVE","BRONX","40.814711059634774","-73.86524742455468"
"58548448","2023-08-18T16:41:00.000","2023-08-23T08:45:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)","11 KRAMER PLACE","KRAMER PLACE","JEWETT AVE","DERBY CT","STATEN ISLAND","40.62949370575129","-74.13079756737937"
"58545596","2023-08-18T16:26:00.000","2023-08-26T11:30:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)","159 SHERADEN AVENUE","SHERADEN AVENUE","S GANNON AVE","WESTWOOD AVE","STATEN ISLAND","40.60719205591575","-74.13799997701587"
"58552592","2023-08-18T16:26:00.000","2023-08-20T12:30:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)","240-01 NEWHALL AVENUE","NEWHALL AVENUE","BROOKVILLE BLVD","HUXLEY ST","QUEENS","40.65968052242244","-73.74346195406434"
"58551202","2023-08-18T16:14:00.000","2023-08-19T10:00:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)","619 WEST  113 STREET","WEST  113 STREET","BROADWAY","RIVERSIDE DR","MANHATTAN","40.80661941085117","-73.96657604453885"
"58548449","2023-08-18T15:44:00.000","2023-08-19T09:15:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)","151-09 26 AVENUE","26 AVENUE","MURRAY ST","154 ST","QUEENS","40.77415521283637","-73.81248298059903"
"58553993","2023-08-18T15:35:00.000","2023-08-20T10:15:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)","25-06 84 STREET","84 STREET","25 AVE","30 AVE","QUEENS","40.762972090163","-73.88483093658382"
"58552593","2023-08-18T15:26:00.000","2023-08-19T11:20:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)",,,,,"MANHATTAN","40.73868641781212","-73.99587543190957"
"58545597","2023-08-18T15:23:00.000","2023-08-18T16:40:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)",,,,,"QUEENS","40.77560917969173","-73.80379188981568"
"58548450","2023-08-18T15:23:00.000","2023-08-18T16:10:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)","159 ENGERT AVENUE","ENGERT AVENUE","HUMBOLDT ST","RUSSELL ST","BROOKLYN","40.72175152251129","-73.94413586012753"
"58551203","2023-08-18T15:05:00.000","2023-08-19T08:50:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)",,,,,"BROOKLYN","40.61848503370778","-73.91350041030312"
"58549804","2023-08-18T15:05:00.000","2023-08-18T17:40:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)","1948 BLACKROCK AVENUE","BLACKROCK AVENUE","VIRGINIA AVE","PUGSLEY AVE","BRONX","40.82798976634953","-73.85817080179608"
"58552594","2023-08-18T14:59:00.000","2023-08-19T08:39:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)","72-36 BURCHELL AVENUE","BURCHELL AVENUE","BEACH 72 ST","BARBADOES DR","QUEENS","40.59598276392069","-73.80220602565062"
"58553994","2023-08-18T14:56:00.000","2023-08-20T11:30:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)","37-71 101 STREET","101 STREET","37 AVE","DEAD END","QUEENS","40.752348792542264","-73.86602324761566"
"58553995","2023-08-18T14:47:00.000","2023-08-22T11:50:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)","157-23 26 AVENUE","26 AVENUE","157 ST","160 ST","QUEENS","40.773675875612426","-73.80644404657822"
"58544223","2023-08-18T14:41:00.000","2023-08-21T09:15:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)","46-55 193 STREET","193 STREET","46 AVE","47 AVE","QUEENS","40.75214357010232","-73.787882701893"
"58553996","2023-08-18T14:29:00.000","2023-08-22T09:00:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)",,,,,"STATEN ISLAND","40.61401097406131","-74.07048735829346"
"58544224","2023-08-18T14:23:00.000","2023-08-19T07:40:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)","290 10 STREET","10 STREET","3 AVE","4 AVE","BROOKLYN","40.66993515823916","-73.98961449522632"
"58551204","2023-08-18T14:23:00.000","2023-08-20T11:25:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)",,,,,"QUEENS","40.76277581482081","-73.78737955893673"
"58545598","2023-08-18T14:08:00.000","2023-08-18T18:30:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)","51 KENT AVENUE","KENT AVENUE","N 11 ST","N 10 ST","BROOKLYN","40.72244685999596","-73.95942457110776"
"58553997","2023-08-18T13:50:00.000","2023-08-21T09:35:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)",,,,,"BRONX","40.823579384286035","-73.91416600374616"
"58551205","2023-08-18T13:47:00.000","2023-08-18T17:00:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)","61 HARRISON AVENUE","HARRISON AVENUE","RUTLEDGE ST","HEYWARD ST","BROOKLYN","40.70490240863527","-73.95242739737971"
"58551206","2023-08-18T13:47:00.000","2023-08-18T17:20:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)","152-12 BAYSIDE AVENUE","BAYSIDE AVENUE","152 ST","153 ST","QUEENS","40.77157946493371","-73.811760945301"
"58553998","2023-08-18T13:41:00.000","2023-08-22T10:55:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)","58-50 57 ROAD","57 ROAD","58 PL","59 ST","QUEENS","40.72238593035523","-73.91004289711925"
"58549805","2023-08-18T13:32:00.000","2023-08-19T08:25:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)","5302 AVENUE H","AVENUE H","E 53 ST","E 54 ST","BROOKLYN","40.63302972011603","-73.925298854791"
"58544225","2023-08-18T13:17:00.000","2023-08-23T20:15:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)","196 WATCHOGUE ROAD","WATCHOGUE ROAD","ST JOHN AVE","NEAL DOW AVE","STATEN ISLAND","40.615719925188785","-74.1358780765991"
"58548451","2023-08-18T13:17:00.000","2023-08-22T11:50:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)","33-01 PRINCE STREET","PRINCE STREET","33 AVE","LINNEAUS PL","QUEENS","40.766397769094596","-73.83339981945632"
"58549806","2023-08-18T13:17:00.000",,"Catch Basin Clogged/Flooding (Use Comments) (SC)","33-01 PRINCE STREET","PRINCE STREET","33 AVE","LINNEAUS PL","QUEENS","40.766397769094596","-73.83339981945632"
"58545599","2023-08-18T12:56:00.000","2023-08-19T10:10:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)","128-15 11 AVENUE","11 AVENUE","128 ST","129 ST","QUEENS","40.78785157900003","-73.83984993761705"
"58552595","2023-08-18T12:50:00.000","2023-08-18T18:30:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)",,,,,"BROOKLYN","40.69919938345269","-73.92308250532217"
"58553999","2023-08-18T12:44:00.000","2023-08-20T12:25:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)","51-20 111 STREET","111 STREET","51 AVE","52 AVE","QUEENS","40.744643772442934","-73.85215179759165"
"58545600","2023-08-18T12:41:00.000","2023-08-19T09:35:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)",,,,,"QUEENS","40.67642566695934","-73.73108580592933"
"58546984","2023-08-18T12:32:00.000","2023-08-18T17:50:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)","284 HUMBOLT STREET","HUMBOLT STREET","MAUJER ST","GRAND ST","BROOKLYN","40.71143024412639","-73.94215701409897"
"58545601","2023-08-18T12:23:00.000","2023-08-19T15:00:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)","178-19 90 AVENUE","90 AVENUE","178 ST","179 ST","QUEENS","40.710438299465","-73.78420639646913"
"58546985","2023-08-18T12:23:00.000","2023-08-19T09:20:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)",,,,,"QUEENS","40.74776383676665","-73.90991840310123"
"58551207","2023-08-18T12:20:00.000","2023-08-19T13:30:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)","88-02 80 STREET","80 STREET","88 AVE","88 RD","QUEENS","40.689908507178174","-73.8616377162125"
"58552596","2023-08-18T12:20:00.000","2023-08-19T09:10:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)",,,,,"QUEENS","40.74975361705983","-73.90970999107567"
"58551208","2023-08-18T12:17:00.000","2023-08-21T10:55:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)",,,,,"STATEN ISLAND","40.61149043685695","-74.14024550276673"
"58548452","2023-08-18T12:17:00.000","2023-08-18T12:25:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)","53-10 37 ROAD","37 ROAD","WOODSIDE AVE","54 ST","QUEENS","40.75094720717019","-73.90923195731813"
"58554001","2023-08-18T12:17:00.000","2023-08-21T10:25:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)","456 LIVERMORE AVENUE","LIVERMORE AVENUE","CASWELL AVE","WILBUR PL","STATEN ISLAND","40.61245147791889","-74.13994857846268"
"58551209","2023-08-18T12:14:00.000","2023-08-21T10:25:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)","464 LIVERMORE AVENUE","LIVERMORE AVENUE","WILBUR PL","MARTIN AVE","STATEN ISLAND","40.61206980726575","-74.14006663462989"
"58554002","2023-08-18T12:14:00.000","2023-08-19T08:55:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)","53-09 37 ROAD","37 ROAD","WOODSIDE AVE","54 ST","QUEENS","40.75096917651234","-73.90924636423695"
"58553992","2023-08-18T12:02:00.000","2023-08-18T12:06:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)","145-03 97 AVENUE","97 AVENUE","WALTHAM ST","SUTPHIN BLVD","QUEENS","40.69699555411478","-73.80646471074978"
"58548453","2023-08-18T12:02:00.000","2023-08-19T10:35:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)","51-20 MANILLA STREET","MANILLA STREET","51 AVE","KNEELAND AVE","QUEENS","40.73655285776676","-73.8838229387969"
"58549808","2023-08-18T11:53:00.000","2023-08-19T14:00:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)","145-03 97 AVENUE","97 AVENUE","WALTHAM ST","SUTPHIN BLVD","QUEENS","40.69699555411478","-73.80646471074978"
"58545602","2023-08-18T11:38:00.000","2023-08-26T08:45:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)","151-30 20 ROAD","20 ROAD","MURRAY ST","154 ST","QUEENS","40.7803596228099","-73.81159169143191"
"58544226","2023-08-18T11:32:00.000","2023-08-26T12:10:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)","23 KELLY BOULEVARD","KELLY BOULEVARD","ROCKLAND AVE","MONAHAN AVE","STATEN ISLAND","40.58969625776286","-74.1514224898922"
"58545603","2023-08-18T11:26:00.000","2023-08-20T10:35:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)","24-23 98 STREET","98 STREET","24 AVE","25 AVE","QUEENS","40.76567304937363","-73.87195296443981"
"58546986","2023-08-18T11:23:00.000","2023-08-18T19:40:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)","22 ROCHESTER AVENUE","ROCHESTER AVENUE","HERKIMER ST","ATLANTIC AVE","BROOKLYN","40.67826236300274","-73.92745461840214"
"58552597","2023-08-18T11:14:00.000","2023-08-19T08:35:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)",,,,,"QUEENS","40.7572538445227","-73.90484858404072"
"58548454","2023-08-18T11:08:00.000","2023-08-20T12:40:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)","36-06 218 STREET","218 STREET","36 AVE","38 AVE","QUEENS","40.76898168025455","-73.76612455409567"
"58548455","2023-08-18T11:02:00.000","2023-08-19T09:20:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)","2481 BROWN STREET","BROWN STREET","AVENUE X","AVENUE Y","BROOKLYN","40.59202197993217","-73.93832496939828"
"58552598","2023-08-18T11:02:00.000","2023-08-19T12:40:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)","167-15 29 AVENUE","29 AVENUE","167 ST","168 ST","QUEENS","40.770802980444685","-73.79736167236302"
"58549809","2023-08-18T10:56:00.000","2023-08-24T14:35:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)","3080 ARTHUR KILL ROAD","ARTHUR KILL ROAD","JOHNSON ST","CLAY PIT RD","STATEN ISLAND","40.5442592842231","-74.23303856886267"
