                                            mean     sd  hdi_3%  hdi_97%  mcse_mean  mcse_sd  ess_bulk  ess_tail  r_hat
p_y[237]                                   0.001  0.004   0.000    0.005      0.000    0.000    3020.0    5723.0   1.00
p_y[238]                                   0.001  0.002   0.000    0.004      0.000    0.000    2407.0    4670.0   1.00
p_y[239]                                   0.002  0.004   0.000    0.007      0.000    0.000    2749.0    5008.0   1.00
p_y[240]                                   0.003  0.006   0.000    0.011      0.000    0.000    3450.0    6268.0   1.00
p_y[241]                                   0.002  0.004   0.000    0.007      0.000    0.000    2145.0    3288.0   1.00
p_y[242]                                   0.003  0.007   0.000    0.010      0.000    0.000    2868.0    4338.0   1.00
p_y[243]                                   0.003  0.007   0.000    0.012      0.000    0.000    3251.0    5484.0   1.00
p_y[244]                                   0.002  0.004   0.000    0.007      0.000    0.000    3934.0    5987.0   1.00
p_y[245]                                   0.002  0.007   0.000    0.009      0.000    0.000    2524.0    4389.0   1.00
p_y[246]                                   0.003  0.006   0.000    0.010      0.000    0.000    3634.0    5684.0   1.00
p_y[247]                                   0.002  0.003   0.000    0.006      0.000    0.000    2345.0    3913.0   1.00
p_y[248]                                   0.003  0.006   0.000    0.009      0.000    0.000    3433.0    4562.0   1.00
p_y[249]                                   0.002  0.005   0.000    0.007      0.000    0.000    2789.0    5001.0   1.00
p_y[250]                                   0.003  0.008   0.000    0.013      0.000    0.000    3822.0    5493.0   1.00
p_y[251]                                   0.002  0.003   0.000    0.005      0.000    0.000    2136.0    3561.0   1.00
p_y[252]                                   0.022  0.034   0.000    0.078      0.000    0.000    3373.0    3945.0   1.00
p_y[253]                                   0.005  0.008   0.000    0.016      0.000    0.000    4228.0    5175.0   1.00
p_y[254]                                   0.003  0.007   0.000    0.012      0.000    0.000    3058.0    4801.0   1.00
p_y[255]                                   0.003  0.008   0.000    0.013      0.000    0.000    3282.0    4845.0   1.00
p_y[256]                                   0.003  0.004   0.000    0.010      0.000    0.000    2978.0    4050.0   1.00
p_y[257]                                   0.008  0.011   0.000    0.027      0.000    0.000    3756.0    4781.0   1.00
p_y[258]                                   0.005  0.007   0.000    0.016      0.000    0.000    4682.0    4641.0   1.00
p_y[259]                                   0.003  0.007   0.000    0.012      0.000    0.000    2700.0    1886.0   1.00
p_y[260]                                   0.009  0.016   0.000    0.033      0.000    0.000    3844.0    4687.0   1.00
p_y[261]                                   0.003  0.007   0.000    0.010      0.000    0.000    3196.0    4526.0   1.00
p_y[262]                                   0.003  0.003   0.000    0.009      0.000    0.000    3593.0    5265.0   1.00
p_y[263]                                   0.006  0.010   0.000    0.023      0.000    0.000    3833.0    4350.0   1.00
p_y[264]                                   0.007  0.017   0.000    0.026      0.000    0.000    3533.0    5246.0   1.00
p_y[265]                                   0.004  0.006   0.000    0.013      0.000    0.000    4345.0    4607.0   1.00
p_y[266]                                   0.005  0.010   0.000    0.018      0.000    0.000    3352.0    5247.0   1.00
p_y[267]                                   0.018  0.036   0.000    0.069      0.001    0.000    2689.0    4213.0   1.00
p_y[268]                                   0.005  0.011   0.000    0.018      0.000    0.000    4012.0    5237.0   1.00
p_y[269]                                   0.003  0.006   0.000    0.012      0.000    0.000    4021.0    5780.0   1.00
p_y[270]                                   0.003  0.007   0.000    0.011      0.000    0.000    3199.0    5251.0   1.00
p_y[271]                                   0.003  0.009   0.000    0.013      0.000    0.000    3549.0    4144.0   1.00
p_y[272]                                   0.010  0.030   0.000    0.037      0.000    0.000    3214.0    4790.0   1.00
p_y[273]                                   0.002  0.004   0.000    0.007      0.000    0.000    3726.0    5144.0   1.00
p_y[274]                                   0.002  0.003   0.000    0.007      0.000    0.000    4059.0    5879.0   1.00
p_y[275]                                   0.002  0.004   0.000    0.008      0.000    0.000    3613.0    5134.0   1.00
p_y[276]                                   0.003  0.005   0.000    0.011      0.000    0.000    3715.0    3717.0   1.00
p_y[277]                                   0.005  0.010   0.000    0.019      0.000    0.000    3663.0    4027.0   1.00
p_y[278]                                   0.008  0.019   0.000    0.029      0.000    0.000    4185.0    5766.0   1.00
p_y[279]                                   0.005  0.011   0.000    0.019      0.000    0.000    3407.0    3987.0   1.00
p_y[280]                                   0.009  0.022   0.000    0.033      0.000    0.000    3194.0    4950.0   1.00
p_y[281]                                   0.004  0.009   0.000    0.015      0.000    0.000    3172.0    5463.0   1.00
p_y[282]                                   0.006  0.016   0.000    0.020      0.000    0.000    3240.0    4409.0   1.00
p_y[283]                                   0.003  0.005   0.000    0.009      0.000    0.000    2976.0    4172.0   1.00
p_y[284]                                   0.002  0.004   0.000    0.008      0.000    0.000    3386.0    4893.0   1.00
p_y[285]                                   0.007  0.015   0.000    0.026      0.000    0.000    3951.0    5523.0   1.00
p_y[286]                                   0.003  0.006   0.000    0.010      0.000    0.000    3366.0    5019.0   1.00
p_y[287]                                   0.002  0.004   0.000    0.006      0.000    0.000    3335.0    4582.0   1.00
p_y[288]                                   0.002  0.004   0.000    0.009      0.000    0.000    3367.0    4611.0   1.00
p_y[289]                                   0.003  0.006   0.000    0.011      0.000    0.000    3644.0    5343.0   1.00
