geoid,tract_id,empirical_estimate,at_least_one_positive_image_by_area,at_least_one_positive_image_by_area_CI_lower,at_least_one_positive_image_by_area_CI_upper,n_images_by_area
36005021302.0,36005021302.0,0.0,0.15227941560913688,0.004067438823048284,0.7171255786820183,248
36005021501.0,36005021501.0,0.014285714285714285,0.03672749162875728,0.0002727911488793172,0.2627662205737421,70
36005021800.0,36005021800.0,0.0010976948408342481,1.0,1.0,1.0,911
36005021900.0,36005021900.0,0.0,0.08771627708800964,0.0013411443863044022,0.5103905181872892,105
36005022101.0,36005022101.0,0.0,0.0411513229326163,9.205924977780667e-05,0.3510030803968057,49
36005022102.0,36005022102.0,0.0,0.07257019363926352,0.0004189106664196946,0.5168870549231052,80
36005022300.0,36005022300.0,0.0,0.06507179626949748,0.00031122710914888163,0.4649837920214807,100
36005022403.0,36005022403.0,0.0,0.1458261390094398,0.004676202011560132,0.674755783405738,243
36005022404.0,36005022404.0,0.014285714285714285,0.19447864593015557,0.0007801938944124176,0.9546434986803444,70
36005022500.0,36005022500.0,0.012658227848101266,0.4099259761563759,0.004811463655278384,0.9995310353459615,158
36005022702.0,36005022702.0,0.0,0.14143168348784957,0.0031973285354205904,0.7059874382257235,219
36005022703.0,36005022703.0,0.0078125,0.03218837150449548,0.00016738168827550303,0.26020079995384177,128
36005022800.0,36005022800.0,0.0,0.1483696142805515,0.003053275974205588,0.736169217978675,152
36005022902.0,36005022902.0,0.0,0.030743664763671758,0.00039739393816733414,0.19686770923304084,194
36005023200.0,36005023200.0,0.0,0.14592995318813,0.0021841722991187587,0.7562607535850348,137
36005023301.0,36005023301.0,0.0,0.028315128271898995,0.000344461581611874,0.17994714396800462,105
36005023600.0,36005023600.0,0.0,0.07830310556623311,0.0012074498015843926,0.4615085285947339,63
36005023704.0,36005023704.0,0.0,0.023920924252478843,0.0001967632034583,0.16587586953800343,64
36005023900.0,36005023900.0,0.0,0.031137394236480417,0.000436902525359803,0.20023742190302254,117
36005024100.0,36005024100.0,0.0,0.09128148906178137,0.00199714217725126,0.48946662667374985,153
36005024300.0,36005024300.0,0.0,0.10678334110152946,0.0022460031436441234,0.5740196887091642,113
36005024400.0,36005024400.0,0.0,0.09781444556897947,0.0024743856509490264,0.5216417767041418,127
36005024501.0,36005024501.0,0.0,0.02963723398313888,0.0006386284463463981,0.17187458547483153,98
36005024502.0,36005024502.0,0.0,0.043962344696300774,0.0003583949568090078,0.31870013587210894,62
36005024600.0,36005024600.0,0.0,0.0712072383164927,0.0018705554600304153,0.39066874396853657,75
36005024800.0,36005024800.0,0.0,0.19286300209807333,0.006938496322629998,0.8038450962880835,275
36005024900.0,36005024900.0,0.0,0.06571799089195872,0.000862459049129033,0.4199753795545973,57
36005025000.0,36005025000.0,0.0,0.12592393946878788,0.002527978176897985,0.6784082654576783,123
36005025100.0,36005025100.0,0.0,0.04324650207404822,0.0006815955900621673,0.27741434503650814,155
36005025200.0,36005025200.0,0.0,0.2385199642572311,0.007779056737745732,0.9078734395583841,109
36005025300.0,36005025300.0,0.0,0.058784738267984755,0.0008117273929278718,0.3715646664274377,101
36005025400.0,36005025400.0,0.0,0.10205103804134368,0.0008601262266605042,0.6411701801765104,106
36005026500.0,36005026500.0,0.0,0.0895494073040193,0.003259787969510339,0.44368689161273417,216
36005026601.0,36005026601.0,0.012195121951219513,0.3208406188726413,0.0014353474705700948,0.9979579990470366,82
36005026602.0,36005026602.0,0.00558659217877095,0.09389101225085586,0.0012564743273469515,0.5757708510062891,179
36005026701.0,36005026701.0,0.0,0.048924268332428154,0.00063666271209184,0.31222502829775506,85
36005026702.0,36005026702.0,0.0,0.20131109926571178,0.004715432525655608,0.8491391507868813,99
36005027300.0,36005027300.0,0.0,0.43313071792779945,0.037005585512139394,0.9860935086372842,350
36005027700.0,36005027700.0,0.003236245954692557,0.6404124278841519,0.05465849333876975,0.9999585632180257,309
36005027900.0,36005027900.0,0.0,0.5390233560102176,0.044817662256666016,0.9989441587401465,342
