                                            mean     sd  hdi_3%  hdi_97%  mcse_mean  mcse_sd  ess_bulk  ess_tail  r_hat
p_y[240]                                   0.001  0.003   0.000    0.003      0.000    0.000    7512.0    5880.0    1.0
p_y[241]                                   0.002  0.004   0.000    0.008      0.000    0.000   13970.0   16161.0    1.0
p_y[242]                                   0.003  0.007   0.000    0.012      0.000    0.000    9614.0    4142.0    1.0
p_y[243]                                   0.001  0.002   0.000    0.003      0.000    0.000   10070.0   14476.0    1.0
p_y[244]                                   0.001  0.002   0.000    0.003      0.000    0.000    8037.0   11139.0    1.0
p_y[245]                                   0.003  0.007   0.000    0.011      0.000    0.000    7143.0    3753.0    1.0
p_y[246]                                   0.001  0.003   0.000    0.003      0.000    0.000   11358.0   15018.0    1.0
p_y[247]                                   0.002  0.004   0.000    0.007      0.000    0.000   12469.0   15996.0    1.0
p_y[248]                                   0.001  0.003   0.000    0.003      0.000    0.000    8677.0    5751.0    1.0
p_y[249]                                   0.002  0.004   0.000    0.007      0.000    0.000    9193.0   10754.0    1.0
p_y[250]                                   0.001  0.004   0.000    0.004      0.000    0.000    9307.0   13802.0    1.0
p_y[251]                                   0.002  0.003   0.000    0.006      0.000    0.000    9807.0    7343.0    1.0
p_y[252]                                   0.001  0.004   0.000    0.005      0.000    0.000    7651.0   12057.0    1.0
p_y[253]                                   0.001  0.003   0.000    0.003      0.000    0.000    7464.0    4358.0    1.0
p_y[254]                                   0.003  0.005   0.000    0.010      0.000    0.000   12896.0    9860.0    1.0
p_y[255]                                   0.001  0.003   0.000    0.006      0.000    0.000    7024.0    2134.0    1.0
p_y[256]                                   0.002  0.005   0.000    0.006      0.000    0.000    5104.0    2120.0    1.0
p_y[257]                                   0.001  0.003   0.000    0.005      0.000    0.000    9759.0   15106.0    1.0
p_y[258]                                   0.002  0.004   0.000    0.006      0.000    0.000    9812.0    9230.0    1.0
p_y[259]                                   0.001  0.003   0.000    0.003      0.000    0.000   11862.0   14145.0    1.0
p_y[260]                                   0.001  0.003   0.000    0.004      0.000    0.000    5567.0    2313.0    1.0
p_y[261]                                   0.001  0.004   0.000    0.003      0.000    0.000    3754.0    1796.0    1.0
p_y[262]                                   0.001  0.002   0.000    0.002      0.000    0.000    7620.0    9144.0    1.0
p_y[263]                                   0.001  0.003   0.000    0.004      0.000    0.000    5223.0    3568.0    1.0
p_y[264]                                   0.001  0.005   0.000    0.004      0.000    0.000    9382.0   16305.0    1.0
p_y[265]                                   0.002  0.008   0.000    0.006      0.000    0.000    7740.0    2274.0    1.0
p_y[266]                                   0.001  0.002   0.000    0.002      0.000    0.000    6961.0   11807.0    1.0
p_y[267]                                   0.001  0.003   0.000    0.003      0.000    0.000    9332.0   13638.0    1.0
p_y[268]                                   0.001  0.005   0.000    0.005      0.000    0.000    9035.0   16082.0    1.0
p_y[269]                                   0.001  0.003   0.000    0.004      0.000    0.000    7226.0    7713.0    1.0
p_y[270]                                   0.001  0.004   0.000    0.003      0.000    0.000    8439.0    5075.0    1.0
p_y[271]                                   0.001  0.004   0.000    0.004      0.000    0.000    8342.0   14058.0    1.0
p_y[272]                                   0.002  0.009   0.000    0.008      0.000    0.000    9981.0   14987.0    1.0
p_y[273]                                   0.001  0.002   0.000    0.004      0.000    0.000    9214.0   16467.0    1.0
p_y[274]                                   0.001  0.003   0.000    0.003      0.000    0.000    4843.0    2060.0    1.0
p_y[275]                                   0.001  0.005   0.000    0.005      0.000    0.000    9079.0   14948.0    1.0
p_y[276]                                   0.002  0.007   0.000    0.008      0.000    0.000    8801.0   13474.0    1.0
p_y[277]                                   0.002  0.004   0.000    0.007      0.000    0.000   11041.0    6221.0    1.0
p_y[278]                                   0.029  0.026   0.000    0.074      0.000    0.000    6497.0    2467.0    1.0
p_y[279]                                   0.002  0.004   0.000    0.008      0.000    0.000    8167.0   11100.0    1.0
p_y[280]                                   0.001  0.002   0.000    0.004      0.000    0.000    8099.0    2632.0    1.0
p_y[281]                                   0.001  0.002   0.000    0.004      0.000    0.000   10250.0    7090.0    1.0
p_y[282]                                   0.003  0.006   0.000    0.012      0.000    0.000    8641.0    4449.0    1.0
p_y[283]                                   0.001  0.003   0.000    0.005      0.000    0.000    5964.0    6388.0    1.0
p_y[284]                                   0.001  0.004   0.000    0.005      0.000    0.000    8452.0   11506.0    1.0
p_y[285]                                   0.001  0.004   0.000    0.005      0.000    0.000   11675.0   12734.0    1.0
p_y[286]                                   0.001  0.004   0.000    0.005      0.000    0.000    6675.0    3772.0    1.0
p_y[287]                                   0.001  0.003   0.000    0.003      0.000    0.000    9347.0   17089.0    1.0
p_y[288]                                   0.004  0.008   0.000    0.015      0.000    0.000    9807.0   15448.0    1.0
p_y[289]                                   0.001  0.003   0.000    0.003      0.000    0.000    6450.0    2966.0    1.0
