tract_id,empirical_estimate,p_y,p_y_CI_lower,p_y_CI_upper,n_images_by_area
36005030201.0,0.0,0.0039470567607879075,8.09965230982467e-05,0.0205965244908779,341
36005030701.0,0.0,0.001581398833699205,2.089652269929645e-05,0.010118961280108838,69
36005030900.0,0.02564102564102564,0.034379656260745746,0.000312106673636059,0.17652709006856562,39
36005031200.0,0.0,0.0027718539604263234,1.3160145107836367e-05,0.019066196727888732,122
36005031400.0,0.0,0.001719304722057986,9.923630297283341e-06,0.0120680090784511,150
36005031600.0,0.0,0.001323066740303744,1.4141928332099215e-05,0.008588638816688799,74
36005031800.0,0.0,0.0012492650942866111,1.018441913630404e-05,0.008483909013104616,61
36005031900.0,0.0,0.020325918389449825,6.037126847037379e-05,0.14047336115527903,40
36005032400.0,0.0,0.0008584519808309036,2.306271521870434e-05,0.004793991943554308,147
36005032600.0,0.0,0.0008690443792339917,1.328379866240344e-05,0.005389493366236958,262
36005032800.0,0.0,0.00129158314765669,2.7543170820673596e-05,0.00722149789988165,205
36005033000.0,0.0,0.0011620112077810405,3.402415883840424e-05,0.006353501268395358,268
36005033201.0,0.0,0.0021515578529378108,1.5818458610458623e-05,0.013946164662065772,146
36005033202.0,0.0,0.0022316647033202423,1.0071463905275447e-05,0.017176476726054265,42
36005033601.0,0.0,0.001781066748501376,1.5208860952801795e-05,0.01182719164101693,116
36005033602.0,0.0,0.0020421059698399967,1.536408797606171e-05,0.013665211727395604,26
36005033801.0,0.0,0.0018361855848404033,1.508938874241002e-05,0.01256305114321754,71
36005033802.0,0.0,0.0013979027175031265,1.2762227215995648e-05,0.008681463162145336,22
36005034000.0,0.0,0.0014004709968556016,2.9072822321100325e-05,0.008315113404819623,135
36005034200.0,0.0,0.0009709806589837161,1.028299482426723e-05,0.006479662856418362,211
36005034300.0,0.0,0.003876929629481962,8.638194685889125e-06,0.028238656970196174,86
36005034400.0,0.0,0.0013312380454351196,5.82626502694637e-06,0.009654852831922033,139
36005034800.0,0.004,0.0011167563338635952,1.7633486746081038e-05,0.006700438093567939,250
36005035900.0,0.0,0.0013215607752999653,2.5440427569082784e-05,0.007740494758943961,224
36005036000.0,0.0,0.002082551820667828,4.4681083799191044e-05,0.012129271179615247,178
36005036300.0,0.0,0.001054575395955009,1.3991904360267178e-05,0.00679523846012957,191
36005036400.0,0.0,0.0016596119454833746,1.8510279087416125e-05,0.010544505080437756,109
36005036501.0,0.0,0.0014338936271018998,1.5994608690448627e-05,0.0094360025118047,60
36005036800.0,0.0,0.0014691400441933032,1.5520455615323908e-05,0.009480554099365431,90
36005036901.0,0.0,0.0005259152097966655,9.114655832832248e-06,0.003171806154687658,129
36005036902.0,0.0,0.0009662479392033071,6.387349558310474e-06,0.0068816245655583565,92
36005037000.0,0.0,0.0013610062716892925,1.3388386122259455e-05,0.009066011079609707,63
36005037100.0,0.0,0.0009893907405983426,1.2551614068658609e-05,0.006665931543117273,134
36005037200.0,0.0,0.0010683230701796292,1.723800428143027e-05,0.0065696355122000305,186
36005037300.0,0.0,0.0007935298082068793,5.670057190981226e-06,0.005403369547997608,186
36005037400.0,0.0,0.0012868720626727245,2.9714771745008506e-05,0.007630919920236193,137
36005037504.0,0.0,0.0007824932085240799,4.957761658438063e-06,0.005302142494864023,191
36005038200.0,0.0,0.001081313275532268,1.0937666145243781e-05,0.0069804552481695144,115
36005038301.0,0.0,0.0004072435742139829,5.3300375681099065e-06,0.002544575573438975,163
36005038600.0,0.0,0.0008651512105925832,1.8653918764796626e-05,0.005016085999073995,278
36005038700.0,0.0,0.0006846873420477857,8.729823595686229e-06,0.00448684815921208,241
36005038800.0,0.0,0.0014508643382447842,1.1132280947695183e-05,0.009783132884148508,104
36005039000.0,0.0,0.0011882393829946865,1.485817181210104e-05,0.007856237962658278,117
36005039100.0,0.0,0.0008695847173662384,8.487446168924196e-06,0.0055253784465450805,187
36005039200.0,0.0,0.0018489504590157373,1.7145612297320037e-05,0.011615612414679215,72
36005039400.0,0.0,0.0023701763217982516,1.6465413255447894e-05,0.015308718106563302,71
36005039600.0,0.0,0.0018706241103784566,2.994673034792026e-05,0.01132510559435163,178
