OBJECTID,CTLabel,BoroCode,BoroName,CT2020,BoroCT2020,CDEligibil,NTAName,NTA2020,CDTA2020,CDTANAME,GEOID,PUMA,Shape__Area,Shape__Length,geometry,n_total,n_classified_positive,n_tp,n_fp,n_tn,n_fn,total_not_annotated,positives_not_annotated,negatives_not_annotated,area,ft_elevation_min,ft_elevation_max,ft_elevation_mean,n_floodnet_sensors,catch_basin_density,has_clogged_cb_complaint,cb_avg_resolution_time,dep_moderate_1_area,dep_moderate_2_area,dep_moderate_1_frac,dep_moderate_2_frac,n_311_reports
1165,291.05,5,Staten Island,29105,5029105,0,New Springville-Willowbrook-Bulls Head-Travis,SI0204,SI02,SI02 Mid-Island (CD 2 Approximation),36085029105,4502,17331554.93069458,18276.298435595043,"POLYGON ((939150.9164346906 160536.62685772136, 939155.8970274589 160503.32301830038, 939177.9406762153 160355.86919348585, 939202.091079685 160078.55676158916, 939206.6808699619 159850.47651654403, 939201.6054924016 159787.00848630106, 939192.2419059796 159723.88206977613, 939178.6396712279 159661.5300673431, 939163.8988861406 159610.09304506326, 939134.6894714284 159519.83405422585, 938928.1742546491 158780.54386337468, 938904.9756489965 158530.68224116063, 938879.7064789112 158533.969655624, 938339.0741685153 158604.26781046513, 938079.6488845646 158639.98301988604, 937821.1814255232 158675.97722111797, 937319.0301406852 158749.1004508716, 936868.0106411894 158807.51542728848, 936786.4956102578 158817.32304399696, 936705.3714483405 158833.64683637442, 936625.4181849139 158856.45305193285, 936547.4057786086 158885.58824826096, 936472.0749522224 158920.77404402202, 936400.112961805 158961.6252462596, 936332.1231399793 159007.65265814887, 935676.9972258878 158731.5031705388, 935424.0173861475 158480.85272314103, 934757.1142580196 157863.28556531548, 934445.7595774861 158038.9608228321, 934377.4723924663 158079.55122189724, 933550.7390004431 158570.96547929916, 933146.5049030168 158889.06074506947, 933130.5042891467 158901.8395557018, 933583.1347938568 159462.27486006782, 934147.1845052354 160181.57683713382, 934489.0157318625 160774.21136335103, 934499.2355209489 160792.0757470546, 934511.417102364 160812.0559759433, 934661.4365338335 161058.08880470038, 934735.891745328 161171.7960436496, 935113.9980037889 161754.5015528422, 935481.2152823053 162362.64670299768, 935502.2956700815 162350.32968455888, 937162.9994360649 162019.42067118493, 937358.4054814923 161979.00025874667, 938203.1394171525 161803.1336715581, 938481.5805136823 161742.17883367653, 938749.0667129105 161684.29205027313, 938795.4375719137 161674.6812709466, 939415.7900534504 161546.10625148207, 939713.2875500744 161489.2364369515, 939699.567151136 161430.93942797984, 939699.5605593349 161430.9164177119, 939699.5539065044 161430.89340747189, 939679.4195047987 161373.60042682136, 939679.406504315 161373.56423297548, 939679.3899027407 161373.53121293016, 939652.9627141102 161318.25599375484, 939652.9529484776 161318.23621837862, 939652.9399479904 161318.2166260712, 939636.7587321972 161292.0976018905, 939620.5745256766 161265.9755869827, 939620.5579241086 161265.9495860249, 939620.5415056705 161265.92639265562, 939582.795711076 161217.6293849452, 939540.4335214156 161174.0631519971, 939540.4171029401 161174.04697766886, 939540.3975106692 161174.03037608854, 939494.3083303535 161135.7891562852, 939285.1190848073 160980.74352635766, 939249.7974847597 160942.31511199885, 939218.2194768849 160899.30631353124, 939191.2216702079 160852.28890842455, 939169.5156737717 160802.02968158998, 939153.62645099 160749.454475425, 939143.8692485037 160695.58306562426, 939140.3128528929 160641.4820416687, 939142.7866708649 160588.18503414546, 939150.9164346906 160536.62685772136))",112,0,0,0,0,0,112,0,112,17331561.75179491,4.0,52.0,24.148027834194977,1,1.177043378556887e-05,1,3.0,385795.11087610945,610503.3134473426,0.022259685330212976,0.03522494522942325,1
1166,303.02,5,Staten Island,30302,5030302,0,Mariner's Harbor-Arlington-Graniteville,SI0107,SI01,SI01 North Shore (CD 1 Equivalent),36085030302,4501,9788180.619532676,13923.141301665186,"POLYGON ((939696.2531281764 167581.833645831, 939767.9853813753 167569.97024227187, 939999.5926054815 167539.96365130835, 940232.6892709992 167501.86642160677, 940439.1258970419 167466.8338279629, 940757.8129731811 167404.4094475027, 941011.8841915521 167353.43843660518, 941251.706444524 167309.19301251284, 941356.7028646215 167290.4826236817, 941741.1445920157 167238.64522238233, 941984.1197993323 167207.7758386173, 942018.0174501576 167203.35024060795, 942236.2896496409 167173.6644501113, 942491.3443274194 167131.96022569382, 942952.7434070389 167056.9660227416, 942890.9324305018 166723.82655096758, 942847.6950027233 166467.90810324653, 942839.4464063372 166419.08649916583, 942818.7048947837 166355.32929819557, 942788.3373911169 166295.55467400124, 942749.0768981441 166241.20592043336, 942701.8713737108 166193.59487353035, 942607.3535970896 166084.87103341307, 942519.9095521816 165981.40702119318, 942422.6493435715 165866.70216175547, 942345.4645166021 165776.1117485966, 942245.9009008874 165691.2531474131, 942180.2028915507 165636.20931140924, 942110.6978747121 165577.97571633116, 941943.5886540101 165440.15470041495, 941775.25561729 165298.6358687675, 941720.3104173376 165254.93206213688, 941615.4659778117 165171.53842691754, 941595.1867995776 165151.8247994007, 941416.0007963234 164944.7877660504, 941101.4410949942 165225.64383028893, 941038.8710750309 165237.44900658782, 940756.0840306508 165290.80441654593, 940050.9114636 165435.8730280616, 939228.1669126193 165595.0426521315, 939069.5612895123 165634.2586586635, 938474.5359606371 165788.31506815646, 938448.758733703 165795.07483436714, 938416.0163613193 165635.27200648555, 938033.5286720552 165783.0412505091, 937944.0452559915 165784.50401677086, 937826.617618992 165840.69506442157, 937780.2496286487 165849.99602929418, 937734.5836036433 165864.04784956103, 937690.3450079956 165882.74224892163, 937648.2353799109 165905.82947147952, 937608.8753860367 165932.9158404263, 937572.80598109 165963.50306464336, 937630.6665847031 166081.60349243504, 937724.91519173 166344.98214820385, 937777.7251914954 166624.8666043187, 937816.9823949286 166845.11225433793, 937956.9130034109 167599.5914110573, 938015.7060362713 167889.74564475814, 938326.2458944529 167810.89462511687, 938540.902127147 167756.980253057, 938758.853953294 167718.49685340145, 938836.3299820266 167707.03487829707, 939440.9322762002 167617.5872465002, 939507.6150899173 167607.02724880746, 939696.2531281764 167581.833645831))",141,0,0,0,0,0,141,0,141,9788533.516875114,6.0,72.0,29.465582412193772,0,1.68564575802438e-05,1,1.875,8154.272784753149,8154.272784753149,0.0008330433532965328,0.0008330433532965328,1
1167,319.02,5,Staten Island,31902,5031902,0,Mariner's Harbor-Arlington-Graniteville,SI0107,SI01,SI01 North Shore (CD 1 Equivalent),36085031902,4501,7019454.695616007,18067.518049382383,"POLYGON ((939781.2976359403 171884.1798942803, 939801.0724230974 171781.38605132996, 939797.4882646357 171448.92700134107, 939757.64087761 170322.07497145253, 939755.8166599884 170270.4901833966, 939754.6030993055 170217.55737260726, 939390.1842049314 170202.93113839577, 939132.1763420264 170193.6071543992, 938821.6386837678 170181.52712587564, 938401.5574249448 170167.37690328943, 938097.5654533011 170136.14928818194, 938099.5499794825 170198.06549916547, 938100.6211456944 170231.44813517493, 938124.6943707054 170981.8470874637, 937758.2220695077 170990.64944668315, 937551.3948192655 170995.57064522395, 937451.247399642 170997.9492438316, 936993.321711188 171011.49262912548, 936735.2198536487 171019.1030356927, 936732.1706505216 171300.0712916842, 936729.9858280267 171561.05773220272, 936718.832057306 172279.38209219338, 936716.265218469 172444.4089190654, 936712.5413948463 172683.8091736595, 936739.7100273101 173128.85424507371, 936991.2416315003 173141.36383741142, 937049.0662855654 173254.50369294296, 937305.8539359246 173176.29506686312, 937330.6341504446 173269.9366875751, 937514.2533896436 173219.02310871278, 937558.3137625905 173200.76187590096, 937560.8609434639 173194.53567846483, 937569.1989583899 173174.1534725607, 937590.9693488593 173158.43026453123, 937621.136407877 173162.8664845392, 937697.6181745488 173122.6830682192, 937743.4547911882 173165.22867119615, 937965.9064367983 173068.92928125744, 937981.6296465386 173031.43568304312, 938032.4274476595 173010.87446221604, 938047.433065691 173015.30305239282, 938121.3054451874 173375.56655325272, 938153.5134594813 173369.12471943794, 938092.0729059963 173015.87525839236, 938148.3054616667 172991.78425186378, 938167.8882909818 172966.12384701, 938205.382073212 172950.400639408, 938235.6188959016 172938.3060334091, 938281.9613123536 172934.5240516056, 938335.701301792 173322.85994514404, 938474.8871209057 173296.5311476435, 938404.7005393046 172725.87283001188, 938509.8305670524 172649.67939763432, 938531.1233573314 172634.24720528515, 938577.0473666602 173008.39669443035, 938620.5279662623 173000.34469215063, 938569.2870008862 172606.58802124462, 938669.3241931736 172530.0577967133, 938687.7657873455 172489.18498645016, 938734.8660049328 172879.56506965047, 938773.5152436057 172874.7336489067, 938721.4680039316 172471.83397081646, 938749.8656539124 172460.1031954231, 938816.8686219291 172442.8175592012, 938885.9428296761 172438.70115660358, 938944.6046336871 172839.66547072487, 939048.4686679789 172832.20886828788, 939052.2730500884 172865.25007363886, 939066.9792906522 172868.86384431846, 939081.6508634958 172863.90827736055, 939110.9508576702 172842.97846451154, 939148.8496692211 172829.35987164758, 939169.6621122597 172829.27704753508, 939271.0722899397 172777.45227219246, 939270.9843388917 172755.41546364882, 939380.2073230302 172712.56883976303, 939209.862948852 172040.65091672636, 939281.7031125937 172016.3490951883, 939339.1379389014 171996.9205041651, 939442.1813467917 172281.655975882, 939482.9443556683 172268.97415083446, 939383.1285479071 172003.65750628433, 939499.6323557327 171977.94632298636, 939522.5295759658 172013.99131366514, 939593.2057909634 172266.00497622974, 939639.9073996505 172253.12155220725, 939548.5024205496 172009.2718920943, 939543.6147865255 171967.94009668712, 939596.2255759476 171958.15988392223, 939618.689995879 171991.55289649265, 939632.2966270879 171988.15110181825, 939635.4501932675 171949.785310635, 939726.6502239532 171930.31308048574, 939747.0818077943 171922.37490811857, 939858.8708152886 172467.35438890633, 939882.4226388868 172462.82539699628, 939786.4028586653 171982.7263005648, 939778.5582547534 171910.1452923768, 939781.2976359403 171884.1798942803))",139,0,0,0,0,0,139,0,139,7019617.940817424,0.0,51.0,16.448350091790996,0,7.977642155475897e-06,0,0.0,15940.229587907783,17305.0929329041,0.0022708115630081667,0.002465247122963639,0
1168,1.0,3,Brooklyn,100,3000100,0,Brooklyn Heights,BK0201,BK02,BK02 Downtown Brooklyn-Fort Greene (CD 2 Approximation),36047000100,4302,2224101.0498640835,6611.443959706622,"POLYGON ((986763.9484051913 194587.6317341509, 986779.8898155743 194553.71473577735, 986790.8118158999 194516.06055386347, 986795.6675919436 194476.9069208085, 986794.2695825718 194437.727103476, 986789.0433860456 194410.9493270543, 986736.9305875119 194252.7932884568, 986678.5107814219 194078.0662625607, 986654.552944391 193980.86173566495, 986637.595984254 193882.1948238157, 986627.7265801186 193782.56889312534, 986624.9949745011 193682.49257462248, 986627.9448095751 193500.01231409848, 986643.1611904644 193220.48546501482, 986626.3632133543 193226.6796796115, 986487.9455821204 193277.71246147118, 986433.7159566442 193297.70648236296, 986185.5865108321 193383.88727813165, 986271.5049168271 193615.93414037715, 985832.3226359681 193774.68397556638, 985595.7877969136 193861.65896130973, 985358.4293493362 193946.66837045082, 985212.2482887259 194002.32798403522, 985197.0911200648 194008.09898082982, 985186.6478805988 194011.89457449946, 985171.434681616 194018.252790654, 985165.4603151333 194020.7889848175, 985159.5341047996 194043.50200183055, 985148.2734802411 194118.91162329417, 985132.1902854529 194142.9566104764, 985096.4198919083 194169.1870222825, 985054.8268656462 194187.0380377595, 984992.3702507024 194142.21319798878, 984943.0870368814 194176.78540790302, 984979.5566485729 194175.0980307535, 985036.9288505163 194232.8744110145, 985031.1196430867 194306.34946195935, 985032.6824473729 194346.97483618013, 985013.6092620968 194359.8780364106, 985165.2546696943 194627.87229540397, 985187.5262793502 194667.23210604166, 985220.5394676906 194725.4897479105, 985278.3108993659 194827.60213547084, 985298.6967055321 194863.63436973543, 985529.3427348159 195271.3074305392, 985563.8129546373 195332.2248629983, 985597.6041582429 195391.94246608662, 985618.0871320926 195437.92147965447, 985623.2041371481 195449.40787123717, 985716.5615788345 195399.1526761038, 985807.0243663321 195359.85268323694, 985823.0625777368 195351.26808731238, 985861.9339848971 195330.6360653407, 985954.2530352027 195282.59125880155, 985963.805832656 195277.6368513525, 986107.5334634167 195194.44586019893, 986144.4958737501 195170.1420235235, 986211.4066548595 195123.4338253795, 986238.0128618391 195104.40745520176, 986298.0732997534 195059.36344178117, 986376.9281148284 194984.40603187217, 986406.7489223314 194954.6402187601, 986437.1017123547 194925.41682523934, 986449.2637024143 194912.81819030264, 986460.1037317357 194901.62739252474, 986485.4153219681 194875.49561321686, 986672.1799517269 194682.67117888495, 986763.9484051913 194587.6317341509))",703,0,0,0,0,0,703,0,703,2224346.0236975383,0.0,85.0,46.87459561466571,0,3.506648658482565e-05,1,0.0,0.0,0.0,0.0,0.0,0
1169,3.01,3,Brooklyn,301,3000301,0,Brooklyn Heights,BK0201,BK02,BK02 Downtown Brooklyn-Fort Greene (CD 2 Approximation),36047000301,4302,2164337.284180641,6525.111338235191,"POLYGON ((985832.3226359681 193774.68397556638, 985745.6562440813 193539.20211505372, 985545.7452103656 192989.01279172974, 985484.4922128378 192811.95617544084, 985399.0459752692 192567.10389074523, 985310.7061823738 192325.07686290194, 985243.3213479602 192139.62144105474, 985232.6879849222 192110.34982851314, 985159.9947390252 191918.11577969842, 984912.7083117726 191976.7573854997, 984718.1766559803 192024.25677877458, 984506.9906390886 192068.13519913453, 984490.3470199866 192071.73737219788, 984468.7392274528 192078.65338857102, 984461.5674120018 192080.97638684956, 984366.8612156752 192114.19019673995, 984085.8669554245 192229.4010265885, 984075.4631449968 192222.8363887656, 984065.8373498857 192215.17641383, 984044.3217204128 192222.86782094417, 984032.4827287141 192226.75521150228, 984055.1957447887 192263.6764230365, 984175.081748421 192474.23866292762, 984282.2789671858 192707.1897007771, 984361.7747664048 192874.72312237162, 984398.9413973594 192953.0497380229, 984410.5087817328 192977.42755078652, 984412.3651662486 192981.33996615984, 984381.6641691212 193060.45399454897, 984395.4373638023 193107.56478302626, 984445.1779731727 193140.71597512168, 984476.4284055638 193173.52878769374, 984527.9909775094 193146.96597878492, 984543.6164064535 193193.84159885882, 984562.366410308 193187.59141509113, 984592.1722001896 193259.3460077501, 984562.615187143 193272.76904417502, 984699.4707950704 193602.75147408983, 984798.3406189712 193857.21612676387, 984804.2886178105 193870.31354163625, 984943.0870368814 194176.78540790302, 984992.3702507024 194142.21319798878, 985054.8268656462 194187.0380377595, 985096.4198919083 194169.1870222825, 985132.1902854529 194142.9566104764, 985148.2734802411 194118.91162329417, 985159.5341047996 194043.50200183055, 985165.4603151333 194020.7889848175, 985171.434681616 194018.252790654, 985186.6478805988 194011.89457449946, 985197.0911200648 194008.09898082982, 985212.2482887259 194002.32798403522, 985358.4293493362 193946.66837045082, 985595.7877969136 193861.65896130973, 985832.3226359681 193774.68397556638))",732,5,2,0,0,0,730,3,727,2164340.8928927006,0.0,86.0,45.52328589909444,0,2.494985895120594e-05,1,0.0,0.0,0.0,0.0,0.0,0
1170,5.01,3,Brooklyn,501,3000501,0,Brooklyn Heights,BK0201,BK02,BK02 Downtown Brooklyn-Fort Greene (CD 2 Approximation),36047000501,4302,901507.0301818848,4828.170275705826,"POLYGON ((986185.5865108321 193383.88727813165, 985972.9522699408 192803.79658134756, 985919.4684991634 192655.4239309046, 985830.7346632942 192410.85448308854, 985741.8832736899 192166.08783064692, 985683.5074735694 192003.46999900474, 985613.9142649026 191811.71178043773, 985379.4988119369 191867.70555898454, 985159.9947390252 191918.11577969842, 985232.6879849222 192110.34982851314, 985243.3213479602 192139.62144105474, 985310.7061823738 192325.07686290194, 985399.0459752692 192567.10389074523, 985484.4922128378 192811.95617544084, 985545.7452103656 192989.01279172974, 985745.6562440813 193539.20211505372, 985832.3226359681 193774.68397556638, 986271.5049168271 193615.93414037715, 986185.5865108321 193383.88727813165))",148,0,0,0,0,0,148,0,148,901507.3848884881,56.0,90.0,76.46383403594409,0,2.551282483708659e-05,0,0.0,0.0,0.0,0.0,0.0,0
1171,5.02,3,Brooklyn,502,3000502,0,Brooklyn Heights,BK0201,BK02,BK02 Downtown Brooklyn-Fort Greene (CD 2 Approximation),36047000502,4302,1041529.090637207,4902.47968489201,"POLYGON ((986643.1611904644 193220.48546501482, 986666.4650326398 193065.44985168098, 986681.1900127969 193008.27003125945, 986690.7966442609 192969.3688398, 986696.7544099109 192942.72601243894, 986702.9230519764 192918.35802689497, 986798.544848352 192496.71713848764, 986817.4226596174 192498.40012280713, 986854.5748935428 192330.887517614, 986837.9342653292 192329.7454881167, 986821.8190888355 192329.04370524918, 986440.3334141136 192467.6225176887, 986350.6058036501 192223.04647804183, 986261.8363842749 191978.4700112173, 986162.2105794416 191701.9547559985, 985861.8175133055 191761.3051616314, 985613.9142649026 191811.71178043773, 985683.5074735694 192003.46999900474, 985741.8832736899 192166.08783064692, 985830.7346632942 192410.85448308854, 985919.4684991634 192655.4239309046, 985972.9522699408 192803.79658134756, 986185.5865108321 193383.88727813165, 986433.7159566442 193297.70648236296, 986487.9455821204 193277.71246147118, 986626.3632133543 193226.6796796115, 986643.1611904644 193220.48546501482))",211,0,0,0,0,0,211,0,211,1041529.5004439115,60.0,92.0,80.65937440030704,0,2.496328715501434e-05,1,1.0,0.0,0.0,0.0,0.0,0
1172,7.0,3,Brooklyn,700,3000700,0,Brooklyn Heights,BK0201,BK02,BK02 Downtown Brooklyn-Fort Greene (CD 2 Approximation),36047000700,4302,1881577.589720696,6253.288481286825,"POLYGON ((985159.9947390252 191918.11577969842, 985379.4988119369 191867.70555898454, 985613.9142649026 191811.71178043773, 985861.8175133055 191761.3051616314, 986162.2105794416 191701.9547559985, 986069.4417698388 191450.04570699134, 985986.5415527059 191224.3736629918, 985900.8691184317 190992.0052064622, 985813.434904258 190752.35037149405, 985294.3218206658 190941.1523953168, 984868.2269446917 191100.3217866476, 984795.779297997 191121.8245963629, 984678.6865003087 191164.17939860214, 984544.0286356035 191209.77742605683, 984499.0246590275 191225.01662451736, 984471.0030466951 191237.7168215093, 984446.9938254423 191245.77761338465, 984425.5832375408 191252.74282410814, 984384.7236099653 191266.72262300213, 984273.1228177588 191308.90420762578, 984196.7976060726 191355.98185135258, 984076.8229715818 191408.82603547163, 984087.2391714294 191439.56523861783, 983959.2037444204 191490.11187566599, 983801.1097161786 191593.75605643066, 983778.1972988929 191533.16705456696, 983766.0715028127 191541.90484890086, 983822.060889595 191680.06228745513, 983897.3757182203 191865.90534388614, 983983.7507268683 192147.53876377997, 984032.4827287141 192226.75521150228, 984044.3217204128 192222.86782094417, 984065.8373498857 192215.17641383, 984075.4631449968 192222.8363887656, 984085.8669554245 192229.4010265885, 984366.8612156752 192114.19019673995, 984461.5674120018 192080.97638684956, 984468.7392274528 192078.65338857102, 984490.3470199866 192071.73737219788, 984506.9906390886 192068.13519913453, 984718.1766559803 192024.25677877458, 984912.7083117726 191976.7573854997, 985159.9947390252 191918.11577969842))",480,0,0,0,0,0,480,0,480,1881575.5729760134,0.0,72.0,39.84565078689919,0,2.2321718353076972e-05,0,0.0,0.0,0.0,0.0,0.0,0
1173,15.02,3,Brooklyn,1502,3001502,0,Downtown Brooklyn-DUMBO-Boerum Hill,BK0202,BK02,BK02 Downtown Brooklyn-Fort Greene (CD 2 Approximation),36047001502,4302,1520130.8851013184,5512.19098944147,"POLYGON ((989099.4535186118 191979.52911633704, 989099.2619296736 191963.56530702932, 989097.6797213344 191750.28407599797, 989308.044570005 191742.2334824888, 989303.5201603067 191564.60863045734, 989299.4164044996 191403.49397454777, 989299.7737695206 191264.8491718412, 989224.0683749394 191143.59316422744, 989401.4140051194 190660.42144337553, 989408.4316462615 190639.6108315956, 989387.5158096232 190640.53166856064, 989359.4916341447 190641.97325736182, 989028.6425695977 190660.5952605184, 988926.7331256055 190666.33024398508, 988824.0725218989 190667.5602216642, 988822.701733966 190637.12564531172, 988764.3776859572 190667.91782492714, 988667.242289439 190717.58006329948, 988566.891254935 190771.88103538108, 988380.5268355432 190869.84345153798, 988308.4728041391 190908.25648186836, 988331.816176455 191451.50597926992, 988342.2616047872 191731.3724288207, 988343.886603817 191774.9108285566, 988354.0109882471 192019.06389212195, 988362.5151943811 192253.53854794806, 988369.4605636329 192445.20136672008, 988629.8570384504 192433.70558359372, 988677.6160200638 192430.9463681609, 988707.1468486924 192428.40700082405, 988742.0286304838 192427.32417693204, 988889.9682959709 192420.08516621168, 989115.2859063423 192412.90816954005, 989107.5991434124 192205.51353614678, 989099.9657251624 191998.6223208036, 989099.4535186118 191979.52911633704))",756,0,0,0,2,0,754,0,754,1520131.483286801,12.0,51.0,40.34941106797394,0,3.9470269946826624e-05,0,0.0,0.0,0.0,0.0,0.0,0
1174,18.03,3,Brooklyn,1803,3001803,0,Sunset Park (West),BK0702,BK07,BK07 Sunset Park-Windsor Terrace (CD 7 Approximation),36047001803,4307,6887216.967269897,29212.384591838552,"POLYGON ((980105.3379486917 178666.93381886045, 980338.0541862843 178485.11219561577, 980165.9983727961 178266.2537489535, 980394.2756447246 178083.58709369908, 980228.5931838942 177886.09425201366, 980074.1971635225 177681.69503725562, 980684.5274981883 177186.70551670826, 980522.9168766548 176986.17788450827, 980361.6900443672 176782.63487087894, 980199.4006508352 176577.91058256684, 980036.4905906636 176373.9447782666, 979876.1433971948 176170.3786933526, 979714.683776748 175966.90806741966, 979552.5479477065 175762.32184064068, 979390.990121716 175558.04378045435, 979229.1988972091 175353.88412850024, 979067.7588690675 175149.82268214546, 978906.2270440421 174945.87323531206, 978294.6236991424 175430.32411846382, 978133.6476603657 175226.4728772344, 977971.9276638957 175022.73003446913, 977810.0118055849 174818.52759682905, 977635.2188087685 174605.99172214195, 977385.0557291632 174793.80297005357, 977292.3041209173 174899.95899412018, 977356.5795218144 174979.65859670757, 977402.5521244465 175034.32901898117, 977418.9561187741 175054.94761483654, 977491.1041405174 175145.336428737, 977549.2089469945 175223.95064273532, 977276.3742910633 175482.0004902724, 977321.1355272839 175585.0125358271, 977162.8874366875 176013.57920500296, 977355.628066375 176311.3538665994, 977255.3540575117 176391.10827388658, 977197.1366409914 176318.34306007207, 977020.7536067099 176455.23767413897, 977070.7726577237 176515.78688189405, 977054.9769999232 176528.95009203264, 977097.0984056384 176578.96890197272, 977120.7918308742 176573.70413111875, 977165.5456221452 176631.62070881994, 977337.126470376 176495.94472275802, 977287.5036598629 176429.54828483475, 977290.9984726637 176426.0534722491, 977284.0094578479 176418.36548223585, 977375.8266778027 176343.43425680426, 977444.7586954812 176434.44068548808, 977454.5433045516 176427.4514875967, 977462.103486407 176437.00648238225, 977509.731911944 176498.00509203115, 977514.5767005879 176494.51992302944, 977523.325298173 176505.81350459158, 977173.4436300612 176763.25012951088, 977197.1366268885 176797.47395287512, 977540.7248981391 176527.03329688613, 977638.9857189186 176586.03172451587, 977685.8825797671 176550.45951427385, 977702.6563251038 176572.12571779088, 977850.8253642123 176447.71969174518, 977860.6127803798 176458.07632251034, 977861.8693723861 176459.40591262645, 977908.6973827624 176518.70872111505, 977210.2998290207 177084.4256089649, 977249.7884220243 177123.9146315967, 977944.1414191333 176565.37993500178, 977972.4762023789 176570.55913605896, 978272.1664536615 176337.33729714985, 978326.7834668478 176402.98971648826, 978344.2560658702 176390.40933123938, 978354.0002692429 176396.83010914843, 978345.9208606263 176406.5253012534, 978345.9355087545 176417.43930487358, 978313.6772618414 176445.21732453312, 978322.6378956143 176455.9703176571, 978354.8960814454 176429.98453463474, 978371.0254785769 176448.8017385564, 978387.1542663111 176436.2569367303, 978407.916475738 176492.7483425434, 978326.7834624544 176551.85754368614, 978051.4127959085 176788.7881853152, 978075.1758003174 176814.6479933539, 978349.1484563829 176575.620549543, 978427.2599237378 176514.0713453678, 978450.5718780301 176547.02014405304, 978444.7330706025 176551.76056230636, 977643.7135459447 177202.08805947434, 977702.7479184686 177264.6054685976, 977719.3967267352 177220.90245754053, 977775.5859484283 177164.7132391194, 977840.0997552964 177156.38883751928, 977883.80240102 177141.82102588486, 977898.3701535293 177121.01023119866, 977908.7755519452 177091.87503286795, 978156.4250202214 176902.49621865313, 978181.3982306827 176902.49621940585, 978225.1008754394 176921.22602175025, 978250.0740243875 176937.87440222874, 978358.2906553731 177075.22623914175, 978370.7770454444 177127.25365453566, 977810.9643609476 177585.0931448328, 977850.5051387246 177635.03913974544, 978116.8845925131 177399.87632043118, 978162.6684151068 177395.71390644187, 978179.3170392998 177385.30869245107, 978247.9930161028 177420.68711944783, 978343.7228288365 177537.22791670158, 978356.2096459119 177597.57955251788, 978381.1824282805 177626.7147518708, 978193.8845961868 177789.03979057336, 978243.8306485149 177870.20222259517, 978451.939458829 177707.87736761203, 978522.6966748177 177709.95836378244, 978533.1020726572 177699.5529665137, 978533.1020739577 177655.84995496413, 978568.4806827754 177628.79575145638, 978632.9944893488 177630.87717465116, 978693.3456980871 177610.0659540883, 978805.7245653803 177610.0659573826, 978861.9139702892 177549.7147508581, 978907.6981586107 177562.20096071734, 978924.3465384495 177558.03897310188, 978909.7791536431 177528.90377406956, 978928.5089553081 177508.09273534888, 978963.887197303 177501.8495710729, 978986.7793526864 177501.8495717838, 978999.2658064254 177464.39015312828, 979017.9956086996 177422.7681361926, 979040.8877652998 177381.14654663904, 979053.3739744835 177358.25451369942, 979082.3665947388 177364.45593176738, 979222.0780437405 177507.94357402594, 978629.247286591 177957.2864186108, 978685.8871269111 178036.58245641354, 979290.0460117379 177572.13536116495, 979490.1198958954 177832.08042564834, 979403.2446330856 177887.3648578287, 979416.4072326203 177911.05803915753, 978755.6282781666 178456.00331754467, 978781.9539048785 178490.22714098322, 979458.5286376548 177984.77045726494, 979555.9346595164 178090.07388665923, 979629.647077906 178037.42226713232, 979700.7266786855 178140.0933099868, 978947.8069563363 178777.17898468606, 979003.0913280515 178842.99381862627, 979087.3341392588 178950.92963341268, 979850.7843189767 178355.9653662588, 979966.6181384955 178508.6551580784, 979326.8994301993 179043.0704667436, 979347.9599802577 179074.661476999, 979292.6759714979 179119.41526838922, 979342.6947786107 179172.06707466493, 979397.9793976316 179129.94566907574, 979392.7141995498 179106.25267108527, 980074.5539473015 178624.48898537137, 980105.3379486917 178666.93381886045))",121,3,1,1,0,0,119,1,118,6887219.678256454,0.0,36.0,2.531513202942942,1,9.002181271455496e-06,0,0.0,29345.03037413677,29345.03037413677,0.004260794884586238,0.004260794884586238,0
1175,20.0,3,Brooklyn,2000,3002000,0,Sunset Park (West),BK0702,BK07,BK07 Sunset Park-Windsor Terrace (CD 7 Approximation),36047002000,4307,1620781.0843963623,5426.039667855797,"POLYGON ((980735.8169772734 175820.94365224778, 980569.7937572224 175620.16003842108, 980412.3233344238 175413.25417022835, 980251.6117000808 175206.0497178754, 980086.215067009 175006.827688842, 979926.3826442289 174800.76184758445, 979764.5554089635 174596.74959558467, 979696.3653956674 174511.36938873935, 979601.3437740401 174392.3931661641, 979576.3867982569 174415.0537534054, 979565.0465857509 174425.86314239952, 979538.0139869933 174448.48558260826, 979511.3997844671 174466.53996768917, 978906.2270440421 174945.87323531206, 979067.7588690675 175149.82268214546, 979229.1988972091 175353.88412850024, 979390.990121716 175558.04378045435, 979552.5479477065 175762.32184064068, 979714.683776748 175966.90806741966, 979876.1433971948 176170.3786933526, 980036.4905906636 176373.9447782666, 980645.8071307605 175893.9848627135, 980667.3555364384 175875.3234827198, 980688.8713492494 175858.89306018394, 980709.8031775837 175841.97386801022, 980735.8169772734 175820.94365224778))",935,0,0,0,0,0,935,0,935,1620781.7224231765,19.0,57.0,37.17824531095755,1,1.9126573042576603e-05,1,2.0,14670.537854670862,14670.537854670862,0.009051519801653137,0.009051519801653137,0
